# Wordlist

# DATA
ID	ALIGNMENT	BORROWING	COGID	COGIDS	CONCEPT	DOCULECT	FORM	ID_IN_SOURCE	NOTE	TOKENS	VALUE	SAGARTID	MORPHEMES
5069	n a ŋ - - - - -	tib	322	898	inside	Tshobdun	naŋ			n a ŋ	naŋ	0	INSIDE
5422	n ɑ́/ɑ ŋ - - - - ʔ	tib	322	898	inside	NgyaltsuZbu	nɑ́ŋʔ			n ɑ́/ɑ ŋ ʔ	nɑ́ŋʔ	0	INSIDE
5671	n ³¹/a ŋ - - - ⁵³/e -	tib	322	898	inside	Zlarong	na31ŋe53			n ³¹/a ŋ ⁵³/e	na31ŋe53	0	INSIDE
5882	t ə ŋg u		321	897	inside	KyomkyoSitu	təŋgu			t ə ŋg u	təŋgu	0	INSIDE
6541	n ə - - - - - -	tib	322	898	inside	MazurStau	nə			n ə	nə		INSIDE
#
6542					knife	MazurStau	pərzi		!cognates	p ə r z i	pərzi		
#
201	p a ŋ m a + p a ŋ s a		343	922 923	late	Bantawa	paŋma (paŋsa)			p a ŋ m a + p a ŋ s a	paŋma (paŋsa)	0	LATE _late
308	g ɛ - + s kʰ r ə		336	7809 926	late	Daofu	gɛ skhrə	19321		g ɛ + s kʰ r ə	gɛ skhrə	1365	_late LATE
578	- - - - m a - qʰ - u		332	929	late	Japhug	maqʰu	31306		m a qʰ u	maqʰu	2538	LATE
579	d a l	tib	342	941	late	Japhug	dal	25796		d a l	dal	167	LATE
945	n e ²/j		345	924	late	Tangut	nej²	38071		n e ²/j	nej²	4207	LATE
1272	v l é/e		333	939	late	WobziKhroskyabs	vlé	31660		v l é/e	vlé	1132	LATE
1571	³³/a tsʰ ⁵⁵/a		341	940	late	Zhaba	a³³tsha⁵⁵	21794		³³/a tsʰ ⁵⁵/a	a³³tsha⁵⁵	2296	LATE
1836	k ə + - - - - m ə ŋ k - u		2538	931 929 0	late	MaerkangrGyalrong	kə mə ŋku	22893	!cognates	k ə + m ə ŋ k u	kə mə ŋku	2538	
2088	- - ɦ ³³/æ - - - ʁ u ⁵³ə̙		332	929	late	MuyaKangding	ɦæ³³ʁuə̱⁵³	24745		ɦ ³³/æ ʁ u ⁵³ə̙	ɦæ³³ʁuə̱⁵³	0	LATE
2516	- - - - - - - x - ¹/u		332	929	late	MenyaGao	1xu			x ¹/u	1xu	0	LATE
2653	n ²/o k + k y a		339	936 7806	late	OldBurmese	no₂k◦kya	31084		n ²/o k + k y a	no₂k◦kya	1178	LATE _late
2895	q ⁵⁵/a n o ⁵⁵/ŋ		340	938	late	QueyuXinlong	qa⁵⁵noŋ⁵⁵	20627		q ⁵⁵/a n o ⁵⁵/ŋ	qa⁵⁵noŋ⁵⁵	0	LATE
3291	tʰ y e		335	937	late	QueyuPubarong	tʰye			tʰ y e	tʰye	0	LATE
3428	v l é/e		333	939	late	SiyuewuKhroskyabs	vlé	38843		v l é/e	vlé	0	LATE
3746	n ə m ɐ̄/ɐ r -		0	7808 925	late	BragbarSitu	nə-mɐ̄r		!cognates	n ə m ɐ̄/ɐ r	nə-mɐ̄r	0	
4222	s qʰ l ə		336	926	late	Geshiza	sqʰlə			s qʰ l ə	sqʰlə	0	LATE
4361	f s - - - - - kʰ - ⁵⁵/ə		332	929	late	GuanyinqiaoKhroskyabs	fskʰə⁵⁵			f s kʰ ⁵⁵/ə	fskʰə⁵⁵	0	LATE
4362	v l ⁵⁵/e		333	939	late	GuanyinqiaoKhroskyabs	vle⁵⁵			v l ⁵⁵/e	vle⁵⁵	0	LATE
4801	n ³³/ə m ⁵³/o ʔ r		337	7808	late	NjorogsKhroskyabs	nə³³moʔr⁵³			n ³³/ə m ⁵³/o ʔ r	nə³³moʔr⁵³	0	LATE
5054	- - - - m ɐ - qʰ - u		332	929	late	Tshobdun	mɐqʰu			m ɐ qʰ u	mɐqʰu	0	LATE
5376	k ə + - - - - m ɐ - ʁ - û		332	931 929	late	NgyaltsuZbu	kə-mɐʁû			k ə + m ɐ ʁ û	kə-mɐʁû	0	_late LATE
5883	k ə + - - - - m ə ŋ kʰ u ʔ		332	931 929	late	KyomkyoSitu	kəməŋkhuʔ			k ə + m ə ŋ kʰ u ʔ	kəməŋkhuʔ	0	_late LATE
6543	tʰ - o		335	937	late	MazurStau	tʰo			tʰ o	tʰo		LATE
#
12	b e ŋ w a		354	954	left	Bantawa	beŋwa			b e ŋ w a	beŋwa	0	LEFT
309	ʁ - - - - j u n - - -		347	955	left	Daofu	ʁjun	18458		ʁ j u n	ʁjun	200	LEFT
580	ʁ e - -		350	959	left	Japhug	ʁe	5560		ʁ e	ʁe	422	LEFT
946	ʑ j i̙		353	969	left	Tangut	ʑji.	38015		ʑ j i̙	ʑji.	816	LEFT
1273	s k ə c ú/u		348	958	left	WobziKhroskyabs	skəcú	31664		s k ə c ú/u	skəcú	3756	LEFT
1572	ɕ ⁵⁵/y ŋ ⁵⁵/o		351	970	left	Zhaba	ɕy⁵⁵ŋo⁵⁵	21594		ɕ ⁵⁵/y ŋ ⁵⁵/o	ɕy⁵⁵ŋo⁵⁵	2258	LEFT
1573	n ⁵⁵/u ŋ ⁵⁵/o		351	970	left	Zhaba	nu⁵⁵ŋo⁵⁵	21595		n ⁵⁵/u ŋ ⁵⁵/o	nu⁵⁵ŋo⁵⁵	2258	LEFT
1837	k ɑ + w - i - - -		349	961 967	left	MaerkangrGyalrong	kɑ◦wi	22940		k ɑ + w i	kɑ◦wi	422	_left LEFT
1838	k o u w - l ɑ - - - -		918	955 971	left	MaerkangrGyalrong	kou wlɑ	17850	!cognates	k o u w l ɑ	kou wlɑ	918	
2089	ʁ ⁵⁵/ɐ̙ r ⁵³/ɐ		350	959	left	MuyaKangding	ʁɐ̱⁵⁵rɐ⁵³	22808		ʁ ⁵⁵/ɐ̙ r ⁵³/ɐ	ʁɐ̱⁵⁵rɐ⁵³	0	LEFT
2444	ʁ a̙ ʐ ¹/ʌ		350	959	left	MenyaGao	1ʁa̠ʐʌ			ʁ a̙ ʐ ¹/ʌ	1ʁa̠ʐʌ	0	LEFT
2654	v - a i - -		349	967	left	OldBurmese	vai	31085		v a i	vai	422	LEFT
2896	s p ⁵⁵/u + ʁ ʑ y ⁵⁵/e		0	968	left	QueyuXinlong	spu⁵⁵ʁʑye⁵⁵	20405	!cognates	s p ⁵⁵/u + ʁ ʑ y ⁵⁵/e	spu⁵⁵ʁʑye⁵⁵	0	
3136	ɣ w a ɪ ɕ o		349	967	left	QueyuPubarong	ɣwaɪɕo			ɣ w a ɪ ɕ o	ɣwaɪɕo	0	LEFT
3429	s k ə̂/ə ɣ -		348	958	left	SiyuewuKhroskyabs	skə̂ɣ	38844		s k ə̂/ə ɣ	skə̂ɣ	0	LEFT
3747	k o - - - j ū/u - - - -		347	955	left	BragbarSitu	kojū			k o j ū/u	kojū	0	LEFT
4069	k u - - ə l a - - - -		347	955	left	Geshiza	kuəla			k u ə l a	kuəla	0	LEFT
4363	s k ⁵⁵/ə g ³³/ə		348	958	left	GuanyinqiaoKhroskyabs	skə⁵⁵gə³³			s k ⁵⁵/ə g ³³/ə	skə⁵⁵gə³³	0	LEFT
4694	ɕ k ³³/i - -		348	958	left	NjorogsKhroskyabs	ɕki³³			ɕ k ³³/i	ɕki³³	0	LEFT
5523	q u - - - j ú/u - ʔ - -		347	955	left	NgyaltsuZbu	qujúʔ			q u j ú/u ʔ	qujúʔ	0	LEFT
5621	- - - - - j ⁵⁵/o - - k ⁵³/o		347	955	left	Zlarong	jo55ko53			j ⁵⁵/o k ⁵³/o	jo55ko53	0	LEFT
5884	k a - w u l a - - - - + ʃ k e		347	955 958	left	KyomkyoSitu	kawulaʃke			k a w u l a + ʃ k e	kawulaʃke	0	LEFT _left
6544	ʁ - - - - j u - - k u		347	955	left	MazurStau	ʁjuku			ʁ j u k u	ʁjuku		LEFT
#
263	y a ŋ l o k		358	979	light (of weight)	Bantawa	yaŋlok			y a ŋ l o k	yaŋlok	0	LIGHT
310	g ɛ + - - - - - ɣ j e - - - -		355	981 982	light (of weight)	Daofu	gɛ ɣje	19316		g ɛ + ɣ j e	gɛ ɣje	10542	_light LIGHT
311	- - ɣ j ə ɣ j e - - - -		10542	982 983	light (of weight)	Daofu	ɣjə ɣje	19315	!cognates	ɣ j ə ɣ j e	ɣjə ɣje	10542	
581	- - - - - ʑ - o - - - -		355	982	light (of weight)	Japhug	ʑo	25798		ʑ o	ʑo	10542	LIGHT
947	- - - - - j - i j - - -		355	982	light (of weight)	Tangut	jij	37982		j i j	jij	10542	LIGHT
1274	j n - - - j - æ̂/æ i - - -		355	982	light (of weight)	WobziKhroskyabs	jnjæ̂i	31667		j n j æ̂/æ i	jnjæ̂i	10542	LIGHT
1574	d ³³/ʊ d ⁵⁵/ʊ		357	992	light (of weight)	Zhaba	dᴜ³³dᴜ⁵⁵	23834		d ³³/ʊ d ⁵⁵/ʊ	dᴜ³³dᴜ⁵⁵	2750	LIGHT
1839	k ə + - - - - - j - o - - - -		355	986 982	light (of weight)	MaerkangrGyalrong	kə jo	18030		k ə + j o	kə jo	10542	_light LIGHT
2090	- - ɣ - ⁵⁵/i ɣ - ⁵³/i - - - -		355	982	light (of weight)	MuyaKangding	ɣi⁵⁵ɣi⁵³	22272		ɣ ⁵⁵/i ɣ ⁵³/i	ɣi⁵⁵ɣi⁵³	0	LIGHT
2536	- - ɣ - i ɣ - ²/i - - - -		355	982	light (of weight)	MenyaGao	2ɣiɣi			ɣ i ɣ ²/i	2ɣiɣi	0	LIGHT
2655	p o ʔ		360	988	light (of weight)	OldBurmese	poʔ	31275		p o ʔ	poʔ	1056	LIGHT
2897	- - ʑ - ⁵⁵/e ʑ - ³³/e - - - -		355	982	light (of weight)	QueyuXinlong	ʑe⁵⁵ʑe³³	20623		ʑ ⁵⁵/e ʑ ³³/e	ʑe⁵⁵ʑe³³	0	LIGHT
3292	- - ʑ - i ʑ - ī - - - -		355	982	light (of weight)	QueyuPubarong	ʑiʑī			ʑ i ʑ ī	ʑiʑī	0	LIGHT
3430	- - - - - j - ê/e - - - -		355	982	light (of weight)	SiyuewuKhroskyabs	jê	38845		j ê/e	jê	0	LIGHT
3748	- - - - - ɟ - ô/o - - - -		355	982	light (of weight)	BragbarSitu	ɟô			ɟ ô/o	ɟô	0	LIGHT
4278	- - w j i w j i - - - -		0	982 983	light (of weight)	Geshiza	wji~wji		!cognates	w j i w j i	wji~wji	0	
4364	- - - - - j - ⁵³/e - - - -		355	982	light (of weight)	GuanyinqiaoKhroskyabs	je⁵³			j ⁵³/e	je⁵³	0	LIGHT
4741	- - - - - j - ⁵⁵/o - - - -		355	982	light (of weight)	NjorogsKhroskyabs	jo⁵⁵			j ⁵⁵/o	jo⁵⁵	0	LIGHT
5374	k ə + - - - - - j - ɐ́/ɐ - ʔ - -		355	986 982	light (of weight)	NgyaltsuZbu	kə-jɐ́ʔ			k ə + j ɐ́/ɐ ʔ	kə-jɐ́ʔ	0	_light LIGHT
5616	- - - - - j - ⁵⁵/ɛ - - t ⁵⁵/ə		355	982	light (of weight)	Zlarong	jɛ55tə55			j ⁵⁵/ɛ t ⁵⁵/ə	jɛ55tə55	0	LIGHT
5885	k ə + - - - - - ɟ - o - - - -		355	986 982	light (of weight)	KyomkyoSitu	kəɟo			k ə + ɟ o	kəɟo	0	_light LIGHT
6545	- - ɣ - - j - i - - - -		355	982	light (of weight)	MazurStau	ɣji			ɣ j i	ɣji		LIGHT
#
101	ɨ k i w a ŋ		367	1006	long	Bantawa	ɨkiwaŋ			ɨ k i w a ŋ	ɨkiwaŋ	0	LONG
312	g ɛ + dʑ - i		362	1008 1009	long	Daofu	gɛ dʑi	19584		g ɛ + dʑ i	gɛ dʑi	1504	_long LONG
582	- - - - - - z - r - i - - - - - -		361	1007	long	Japhug	zri	5878		z r i	zri	547	LONG
948	dʑ j o		362	1009	long	Tangut	dʑjo	38011		dʑ j o	dʑjo	675	LONG
949	- - - - - - z - - j ²/i r - - - - -		361	1007	long	Tangut	zjir²	5882		z j ²/i r	zjir²	547	LONG
1275	- - - - - - s - r - ɑ̂/ɑ - - - ɣ - -		361	1007	long	WobziKhroskyabs	srɑ̂ɣ	31670		s r ɑ̂/ɑ ɣ	srɑ̂ɣ	547	LONG
1575	- - - - - - ʂ - - - ⁵⁵/ɪ - - - - ʂ ⁵⁵/ɪ		361	1007	long	Zhaba	ʂɪ⁵⁵ʂɪ⁵⁵	21757		ʂ ⁵⁵/ɪ ʂ ⁵⁵/ɪ	ʂɪ⁵⁵ʂɪ⁵⁵	547	LONG
1840	k ə + - - - - - - s k r - ɛ - - n - - -		361	1010 1007	long	MaerkangrGyalrong	kə skrᴇn	18000		k ə + s k r ɛ n	kə skrᴇn	971	_long LONG
2091	z ²⁴/u + r ³³/ə - r ⁵³/ə - - -		363	1012 1013	long	MuyaKangding	(zu²⁴) rə³³rə⁵³	22991		z ²⁴/u + r ³³/ə r ⁵³/ə	(zu²⁴) rə³³rə⁵³	0	_long LONG
2607	ʐ ə - ʐ ²/ə - - -		363	1013	long	MenyaGao	2ʐəʐə			ʐ ə ʐ ²/ə	2ʐəʐə	0	LONG
2656	r̥ a ɲ - - - - -		363	1013	long	OldBurmese	rhañ	31086		r̥ a ɲ	rhañ	547	LONG
2898	- - - q ³³/a ʂ s - - - ⁵⁵/i - - - - - -		361	1007	long	QueyuXinlong	qa³³ʂsi⁵⁵	20588		q ³³/a ʂ s ⁵⁵/i	qa³³ʂsi⁵⁵	0	LONG
3293	- s e - - - s - - - ē/e - - - - - -		361	1007	long	QueyuPubarong	sesē			s e s ē/e	sesē	0	LONG
3431	- - - - - - s - r - ê/e - - - - - -		361	1007	long	SiyuewuKhroskyabs	srê	38846		s r ê/e	srê	0	LONG
3749	- - - - - - s k r - ē/e - - n - - -		361	1007	long	BragbarSitu	skrēn			s k r ē/e n	skrēn	0	LONG
4049	dʑ - i		362	1009	long	Geshiza	dʑi			dʑ i	dʑi	0	LONG
4365	x - - - - - s - r - ⁵³/e - - - - - -		361	1007	long	GuanyinqiaoKhroskyabs	xsre⁵³			x s r ⁵³/e	xsre⁵³	0	LONG
4931	- - - - - - s - r - ⁵⁵/e - - - - - -		361	1007	long	NjorogsKhroskyabs	sre⁵⁵			s r ⁵⁵/e	sre⁵⁵	0	LONG
4932	- - - - - - s - r - ⁵⁵/e - - n - - -		361	1007	long	NjorogsKhroskyabs	sren⁵⁵			s r ⁵⁵/e n	sren⁵⁵	0	LONG
5163	- - - - - r z - - - ɛ - ʔ - - - -		361	1007	long	Tshobdun	rzɛʔ			r z ɛ ʔ	rzɛʔ	0	LONG
5390	k ə + - - - - - r z - - - ɑ́/ɑ - ʔ - - - -		361	1010 1007	long	NgyaltsuZbu	kə-rzɑ́ʔ			k ə + r z ɑ́/ɑ ʔ	kə-rzɑ́ʔ	0	_long LONG
5750	r ³¹/u - - - m b ⁵⁵/o		363	1013	long	Zlarong	ru31mbo55			r ³¹/u m b ⁵⁵/o	ru31mbo55	0	LONG
5886	k ə + - - - - - - s k r - i - ʔ n - - -		361	1010 1007	long	KyomkyoSitu	kəskriʔn			k ə + s k r i ʔ n	kəskriʔn	0	_long LONG
6546	dʑ - i		362	1009	long	MazurStau	dʑi			dʑ i	dʑi		LONG
#
42	c ɨ l o k		377	1034	many	Bantawa	cɨlok			c ɨ l o k	cɨlok	0	MANY
313	g ɛ - + ɣ r e - -		368	1036 1037	many	Daofu	gɛ ɣre	19285		g ɛ + ɣ r e	gɛ ɣre	1358	_many MANY
314	ɣ r e - - + ɣ r e		368	1037 1051	many	Daofu	ɣre ɣre	19667		ɣ r e + ɣ r e	ɣre ɣre	1358	MANY _many
583	d ɤ n		373	1040	many	Japhug	dɤn	32326		d ɤ n	dɤn	4044	MANY
584	x - - - c a t		375	7714	many	Japhug	xcat	6090		x c a t	xcat	979	MANY
950	m j aː - -		374	1046	many	Tangut	mjaa	38072		m j aː	mjaa	3473	MANY
951	- r e j r		368	1037	many	Tangut	rejr	38203		r e j r	rejr	3496	MANY
1276	v ɟ æ χ ts ə̂/ə -		372	7712	many	WobziKhroskyabs	vɟæχtsə̂	31674		v ɟ æ χ ts ə̂/ə	vɟæχtsə̂	3758	MANY
1576	p ³³/ɛ p ³³/ɛ		382	1049	many	Zhaba	pɛ³³pɛ³³	21768		p ³³/ɛ p ³³/ɛ	pɛ³³pɛ³³	2291	MANY
1841	k ə n - cç ɑ -		979	7714 1053	many	MaerkangrGyalrong	kə ncçɑ	18010	!cognates	k ə n cç ɑ	kə ncçɑ	979	
2092	k ³³/æ j ⁵³/i		371	1043	many	MuyaKangding	kæ³³ji⁵³	21932		k ³³/æ j ⁵³/i	kæ³³ji⁵³	0	MANY
2348	k ɛ ɦ ¹/i		371	1043	many	MenyaGao	1kɛɦi			k ɛ ɦ ¹/i	1kɛɦi	0	MANY
2657	m - y ā/a ɦ		374	1046	many	OldBurmese	myāḥ	31087		m y ā/a ɦ	myāḥ	1027	MANY
2899	q ⁵⁵/a j ³³/i		371	1043	many	QueyuXinlong	qa⁵⁵ji³³	20600		q ⁵⁵/a j ³³/i	qa⁵⁵ji³³	0	MANY
3294	ʑ u ʑ ū/u		381	1047	many	QueyuPubarong	ʑuʑū			ʑ u ʑ ū/u	ʑuʑū	0	MANY
3432	ʁ - - b ô/o ɣ		369	1045	many	SiyuewuKhroskyabs	ʁbôɣ	38848		ʁ b ô/o ɣ	ʁbôɣ	0	MANY
3433	v ɟ æ χ ts ə̂/ə ɣ		372	7712	many	SiyuewuKhroskyabs	vɟæχtsə̂ɣ	38849		v ɟ æ χ ts ə̂/ə ɣ	vɟæχtsə̂ɣ	0	MANY
3434	ɟ ə̂/ə d ə d ə		389	1059	many	SiyuewuKhroskyabs	ɟə̂dədə	38850		ɟ ə̂/ə d ə d ə	ɟə̂dədə	0	MANY
3750	ts i ē/e n		378	1035	many	BragbarSitu	tsiēn			ts i ē/e n	tsiēn	0	MANY
3751	d i ā/a k		383	1050	many	BragbarSitu	diāk			d i ā/a k	diāk	0	MANY
3752	d â/a n		373	1040	many	BragbarSitu	dân			d â/a n	dân	0	MANY
4050	dʑ o		380	1038	many	Geshiza	dʑo			dʑ o	dʑo	0	MANY
4238	tsʰ a		385	1052	many	Geshiza	tsʰa			tsʰ a	tsʰa	0	MANY
4286	w r e - -		368	1037	many	Geshiza	wre			w r e	wre	0	MANY
4366	v ɟj ³³/ɑ χ ts ⁵³/ə -		372	7712	many	GuanyinqiaoKhroskyabs	vɟjɑχ³³tsə⁵³			v ɟj ³³/ɑ χ ts ⁵³/ə	vɟjɑχ³³tsə⁵³	0	MANY
4367	ʁ - - b ⁵³/o -		369	1045	many	GuanyinqiaoKhroskyabs	ʁbo⁵³			ʁ b ⁵³/o	ʁbo⁵³	0	MANY
4885	ʁ - - b o ⁵⁵/ʔ		369	1045	many	NjorogsKhroskyabs	ʁboʔ⁵⁵			ʁ b o ⁵⁵/ʔ	ʁboʔ⁵⁵	0	MANY
5278	ɐ r n b ú/u -		369	1045	many	NgyaltsuZbu	ɐrnbú			ɐ r n b ú/u	ɐrnbú	0	MANY
5406	k ɯ - + l d ɑ̂/ɑ n	tib	370	1036 1055	many	NgyaltsuZbu	kɯ-ldɑ̂n			k ɯ + l d ɑ̂/ɑ n	kɯ-ldɑ̂n	0	MANY _many
5419	m tsʰ ô/oˠ t		379	1058	many	NgyaltsuZbu	mtshôˠt			m tsʰ ô/oˠ t	mtshôˠt	0	MANY
5426	n ⁿɢ w ê/e		376	7713	many	NgyaltsuZbu	nⁿɢwê			n ⁿɢ w ê/e	nⁿɢwê	0	MANY
5428	ɲ cʰ ê m		390	1060	many	NgyaltsuZbu	ɲchêm			ɲ cʰ ê m	ɲchêm	0	MANY
5625	k ³¹/e ⁵⁵/e		370	1036	many	Zlarong	ke31e55			k ³¹/e ⁵⁵/e	ke31e55	0	MANY
5887	k ə m ə c a -		375	7714	many	KyomkyoSitu	kəməca			k ə m ə c a	kəməca	0	MANY
5888	s t o k		386	1054	many	KyomkyoSitu	stok			s t o k	stok	0	MANY
5889	w u v j o t		388	1057	many	KyomkyoSitu	wuvjot			w u v j o t	wuvjot	0	MANY
6547	ɣ r i - -		368	1037	many	MazurStau	ɣri			ɣ r i	ɣri		MANY
#
159	m a dzʱ a n		398	1075	middle	Bantawa	majʰan			m a dzʱ a n	majʰan	0	MIDDLE
315	b a r m a	tib	1026	1085 1079	middle	Daofu	bar ma	21969	!cognates	b a r m a	bar ma	1026	
585	ɯ + χ c ɤ l - -	tib	391	1081 1080	middle	Japhug	ɯ-χcɤl	30520		ɯ + χ c ɤ l	ɯ-χcɤl	205	_middle MIDDLE
952	z j i̙ j		399	1091	middle	Tangut	zji.j	38114		z j i̙ j	zji.j	1126	MIDDLE
1277	χ c ə̂/ə l - -	tib	391	1080	middle	WobziKhroskyabs	χcə̂l	31677		χ c ə̂/ə l	χcə̂l	205	MIDDLE
1577	ʂ cç ⁵⁵/i - k ³³/u	tib	391	1080	middle	Zhaba	ʂcçi⁵⁵ku³³	22551		ʂ cç ⁵⁵/i k ³³/u	ʂcçi⁵⁵ku³³	205	MIDDLE
1842	t ə + l - ɑ - -		392	1092 1084	middle	MaerkangrGyalrong	tə lɑ	17849		t ə + l ɑ	tə lɑ	917	_middle MIDDLE
2093	q ⁵³/o		400	1086	middle	MuyaKangding	qo⁵³	22805		q ⁵³/o	qo⁵³	0	MIDDLE
2094	p ⁵⁵/ɐ - m ⁵³/æ	tib	395	1085	middle	MuyaKangding	pɐ⁵⁵mæ⁵³	15754		p ⁵⁵/ɐ m ⁵³/æ	pɐ⁵⁵mæ⁵³	0	MIDDLE
2429	p ɛ - m ¹/ɛ	tib	395	1085	middle	MenyaGao	1pɛmɛ			p ɛ m ¹/ɛ	1pɛmɛ	0	MIDDLE
2658	k r ā/a ɦ		396	1088	middle	OldBurmese	krāḥ	31088		k r ā/a ɦ	krāḥ	1200	MIDDLE
2900	tʰ ¹³/a v ⁵⁵/ə		397	1090	middle	QueyuXinlong	tha¹³və⁵⁵	20403		tʰ ¹³/a v ⁵⁵/ə	tha¹³və⁵⁵	0	MIDDLE
3247	x tɕ û/u - kʰ u	tib	391	1080	middle	QueyuPubarong	ˣtɕûkʰu			x tɕ û/u kʰ u	ˣtɕûkʰu	0	MIDDLE
3435	χ c ə̂/ə l - -	tib	391	1080	middle	SiyuewuKhroskyabs	χcə̂l	38851		χ c ə̂/ə l	χcə̂l	0	MIDDLE
3753	u + l i ɛ̄/ɛ - -		392	1081 1084	middle	BragbarSitu	u-liɛ̄			u + l i ɛ̄/ɛ	u-liɛ̄	0	_middle MIDDLE
4029	a̯/a tɕ i l - -	tib	391	1080	middle	Geshiza	a̯tɕil			a̯/a tɕ i l	a̯tɕil	0	MIDDLE
4368	³³/ə + χ cç ⁵³/ə l - -	tib	391	1081 1080	middle	GuanyinqiaoKhroskyabs	ə³³χcçəl⁵³			³³/ə + χ cç ⁵³/ə l	ə³³χcçəl⁵³	0	_middle MIDDLE
4921	s ɲ u ³³/ŋ b ⁵⁵/u	tib	401	1087	middle	NjorogsKhroskyabs	sɲuŋ³³bu⁵⁵			s ɲ u ³³/ŋ b ⁵⁵/u	sɲuŋ³³bu⁵⁵	0	MIDDLE
5212	t ə + l - e z ʔ		392	1092 1084	middle	Tshobdun	təlezʔ			t ə + l e z ʔ	təlezʔ	0	_middle MIDDLE
5517	χ c ə́/ə l - -	tib	391	1080	middle	NgyaltsuZbu	χcə́l			χ c ə́/ə l	χcə́l	0	MIDDLE
5777	- tɕ ⁵⁵/o - kʰ ⁵⁵/o	tib	391	1080	middle	Zlarong	tɕo55kho55			tɕ ⁵⁵/o kʰ ⁵⁵/o	tɕo55kho55	0	MIDDLE
5890	t ə + l - a - -		392	1092 1084	middle	KyomkyoSitu	təla			t ə + l a	təla	0	_middle MIDDLE
6548	χ c u - q u			1080 1086	middle	MazurStau	χcuqu		!cognates	χ c u q u	χcuqu		
#
259	w a y ɨ ŋ		410	1102	morning	Bantawa	wayɨŋ			w a y ɨ ŋ	wayɨŋ	0	MORNING
316	g a ɕʰ a - -		1317	1105 1106	morning	Daofu	ga ɕha	19120	!cognates	g a ɕʰ a	ga ɕha	1317	
586	- - - - s o z - - - - - - -		403	1108	morning	Japhug	soz	30739		s o z	soz	2266	MORNING
953	m j i̙ j		409	1116	morning	Tangut	mji.j	38031		m j i̙ j	mji.j	4208	MORNING
1278	n - ɑ̂/ɑ - - r i - - + - - - f s e - - - - - - - -		402	1117 1108	morning	WobziKhroskyabs	nɑ̂rifse	31679		n ɑ̂/ɑ r i + f s e	nɑ̂rifse	2266	MORNING _morning
1579	- - - - s ⁵⁵/ʊ - - - - - - - -		403	1108	morning	Zhaba	sᴜ⁵⁵	21614		s ⁵⁵/ʊ	sᴜ⁵⁵	2266	MORNING
1843	t ɑ + n - ɑ p - - - - -		402	1103 1117	morning	MaerkangrGyalrong	tɑ nɑp	17876		t ɑ + n ɑ p	tɑ nɑp	1142	_morning MORNING
2095	n - ³³/ɐ - - - - n ⁵³/ɐ		402	1117	morning	MuyaKangding	nɐ³³nɐ⁵³	23980		n ³³/ɐ n ⁵³/ɐ	nɐ³³nɐ⁵³	0	MORNING
2411	n - ʌ - - - - n ¹/ʌ		402	1117	morning	MenyaGao	1nʌnʌ			n ʌ n ¹/ʌ	1nʌnʌ	0	MORNING
2659	n a m̩/m + n - a - k - - - -		402	1112 1117	morning	OldBurmese	naṃ◦nak	31089		n a m̩/m + n a k	naṃ◦nak	132	_morning MORNING
2901	m tʰ ³³/ɛ r i ⁵⁵/ɛ		405	7842	morning	QueyuXinlong	mthɛ³³riɛ⁵⁵	20431		m tʰ ³³/ɛ r i ⁵⁵/ɛ	mthɛ³³riɛ⁵⁵	0	MORNING
3169	n - ā/aː - - ʐ i - -		402	1117	morning	QueyuPubarong	nāʐi			n ā/aː ʐ i	nāʐi	0	MORNING
3436	- - - - s ê - r ʁ i - - - -		403	1108	morning	SiyuewuKhroskyabs	sêrʁi	38852		s ê r ʁ i	sêrʁi	0	MORNING
3754	t a + n i ɛ̂/ɛ p - - - - -		402	1103 1117	morning	BragbarSitu	ta-niɛ̂p			t a + n i ɛ̂/ɛ p	ta-niɛ̂p	0	_morning MORNING
4053	g æ - - d ə		404	1105	morning	Geshiza	gædə			g æ d ə	gædə	0	MORNING
4369	- - n v s ⁵³/e - - - - - - - -		403	1108	morning	GuanyinqiaoKhroskyabs	nvse⁵³			n v s ⁵³/e	nvse⁵³	0	MORNING
4782	n - ³³/a - - r ⁵⁵/e - -		402	1117	morning	NjorogsKhroskyabs	na³³re⁵⁵			n ³³/a r ⁵⁵/e	na³³re⁵⁵	0	MORNING
5182	- - - - s i z - - - - - - -		403	1108	morning	Tshobdun	siz			s i z	siz	0	MORNING
5481	t ə m tɕʰ ə́/ə ɣ ʔ		407	1110	morning	NgyaltsuZbu	təmtɕhə́ɣʔ			t ə m tɕʰ ə́/ə ɣ ʔ	təmtɕhə́ɣʔ	0	MORNING
5664	m ³¹/u - - s ⁵⁵/u - - - - pʰ ³¹/e pʰ ³¹/i		403	1108	morning	Zlarong	mu31su55phe31phi31			m ³¹/u s ⁵⁵/u pʰ ³¹/e pʰ ³¹/i	mu31su55phe31phi31	0	MORNING
5793	- tʰ ⁵⁵/u r - ⁵⁵/e		405	7842	morning	Zlarong	thu55re55			tʰ ⁵⁵/u r ⁵⁵/e	thu55re55	0	MORNING
6549	k æ ɕ æ - -		404	1105	morning	MazurStau	kæɕæ			k æ ɕ æ	kæɕæ		MORNING
#
317	x tɕʰ - e - x tɕʰ e		671	1142 1132	narrow	Daofu	xtɕhe xtɕhe	19274	!cognates	x tɕʰ e x tɕʰ e	xtɕhe xtɕhe	671	
