# Wordlist

# DATA
ID	ALIGNMENT	BORROWING	COGID	COGIDS	CONCEPT	DOCULECT	FORM	ID_IN_SOURCE	MORPHEMES	NOTE	TOKENS	VALUE	GLOSSES
6589	ʁ ɮ - - ə - - -		694	1939	the bamboo	MazurStau	ʁɮə				ʁ ɮ ə	ʁɮə	THE
#
48	d a m c a		702	1957	the bark	Bantawa	damca				d a m c a	damca	THE
621	t ɤ + r qʰ u -		701	1962 1963	the bark	Japhug	tɤ-rqʰu	366			t ɤ + r qʰ u	tɤ-rqʰu	_the THE
861	- ɲ - cʰ - ɣ a ʁ		700	1958	the bark	Japhug	ɲchɣaʁ				ɲ cʰ ɣ a ʁ	ɲchɣaʁ	THE
1491	- - r cʰ - v â/a -		700	1958	the bark	WobziKhroskyabs	rcʰvâ				r cʰ v â/a	rcʰvâ	THE
2614	k ø m ¹/ʌ		706	1964	the bark	MenyaGao	1kømʌ				k ø m ¹/ʌ	1kømʌ	THE
3475	χ - - cʰ ə v ɑ̂ -		700	1958	the bark	SiyuewuKhroskyabs	χcʰəvɑ̂	38893			χ cʰ ə v ɑ̂	χcʰəvɑ̂	THE
3791	- - - cʰ - w ā/a k		700	1958	the bark	BragbarSitu	chwāk				cʰ w ā/a k	chwāk	THE
3792	- s - a j + r kʰ ō/o -		701	1961 1963	the bark	BragbarSitu	saj-rkhō				s a j + r kʰ ō/o	saj-rkhō	_the THE
4207	sʰ i + dʑ æ		703	1959 1960	the bark	Geshiza	sʰi-dʑæ				sʰ i + dʑ æ	sʰi-dʑæ	THE _the
4407	- - - cçʰ - v ⁵³/ɑ -		700	1958	the bark	GuanyinqiaoKhroskyabs	cçhvɑ⁵³				cçʰ v ⁵³/ɑ	cçhvɑ⁵³	THE
4842	- - r cçʰ - - a ⁵⁵/q		700	1958	the bark	NjorogsKhroskyabs	rcçʰaq⁵⁵				r cçʰ a ⁵⁵/q	rcçʰaq⁵⁵	THE
5503	v ə + r ʁ ú/u ʔ		701	1965 1963	the bark	NgyaltsuZbu	və-rʁúʔ				v ə + r ʁ ú/u ʔ	və-rʁúʔ	_the THE
5729	p ⁵⁵/a p ⁵³/e		708	1970	the bark	Zlarong	pa55pe53				p ⁵⁵/a p ⁵³/e	pa55pe53	THE
6590	- - r tɕʰ - w ɑ -		700	1958	the bark	MazurStau	rtɕʰwɑ				r tɕʰ w ɑ	rtɕʰwɑ	THE
#
622	t ɤ + ɕ - - - i - -		710	1977 1976	the barley (tibetan or highland)	Japhug	tɤɕi	25810			t ɤ + ɕ i	tɤɕi	_the THE
986	ɕ - - j i j -		710	1976	the barley (tibetan or highland)	Tangut	ɕjij	38186			ɕ j i j	ɕjij	THE
1305	ɕ - - - ə̂/ə - -		710	1976	the barley (tibetan or highland)	WobziKhroskyabs	ɕə̂	31558			ɕ ə̂/ə	ɕə̂	THE
1872	w ə + r j ɐ k		712	1978 1979	the barley (tibetan or highland)	MaerkangrGyalrong	wə rjɐk	24933			w ə + r j ɐ k	wə rjɐk	THE _the
2128	s ⁵⁵/u w - ³³/æ - -		710	1976	the barley (tibetan or highland)	MuyaKangding	su⁵⁵wæ³³	22655			s ⁵⁵/u w ³³/æ	su⁵⁵wæ³³	THE
2315	ɕ - - - ¹/a - -		710	1976	the barley (tibetan or highland)	MenyaGao	1ɕa				ɕ ¹/a	1ɕa	THE
3119	ɕʰ - - - ə̄/ə - -		710	1976	the barley (tibetan or highland)	QueyuPubarong	ɕʰə̄				ɕʰ ə̄/ə	ɕʰə̄	THE
3476	ɕ - - - ə̂/ə - -		710	1976	the barley (tibetan or highland)	SiyuewuKhroskyabs	ɕə̂	38894			ɕ ə̂/ə	ɕə̂	THE
3793	s - w - ɐ̂/ɐ j -		710	1976	the barley (tibetan or highland)	BragbarSitu	swɐ̂j				s w ɐ̂/ɐ j	swɐ̂j	THE
4044	ɕ - - - i - -		710	1976	the barley (tibetan or highland)	Geshiza	ɕi				ɕ i	ɕi	THE
4408	ɕ - - - ⁵³/ə - -		710	1976	the barley (tibetan or highland)	GuanyinqiaoKhroskyabs	ɕə⁵³				ɕ ⁵³/ə	ɕə⁵³	THE
4693	ɕ - - - ⁵⁵/i - -		710	1976	the barley (tibetan or highland)	NjorogsKhroskyabs	ɕi⁵⁵				ɕ ⁵⁵/i	ɕi⁵⁵	THE
5209	t ɐ + ʃ - - - e - -		710	1977 1976	the barley (tibetan or highland)	Tshobdun	tɐʃe				t ɐ + ʃ e	tɐʃe	_the THE
5461	t ɐ + ɕ - - - í - ʔ		710	1977 1976	the barley (tibetan or highland)	NgyaltsuZbu	tɐɕíʔ				t ɐ + ɕ í ʔ	tɐɕíʔ	_the THE
5834	x - - - ¹³/a - -		710	1976	the barley (tibetan or highland)	Zlarong	xa13				x ¹³/a	xa13	THE
5927	s - w - e j -		710	1976	the barley (tibetan or highland)	KyomkyoSitu	swej				s w e j	swej	THE
6591	ɕ - - - i - -		710	1976	the barley (tibetan or highland)	MazurStau	ɕi				ɕ i	ɕi	THE
#
22	- - b u - - k - -		714	1993	the belly	Bantawa	buk				b u k	buk	THE
347	- - v o - - - - -		714	1993	the belly	Daofu	vo	18629			v o	vo	THE
623	t ɯ + x t u -		715	1994 1996	the belly	Japhug	tɯ-xtu	472			t ɯ + x t u	tɯ-xtu	_the THE
987	- ʔ - ¹/o - - - - -		714	1993	the belly	Tangut	.o¹	476			ʔ ¹/o	.o¹	THE
1306	j d û -		715	1996	the belly	WobziKhroskyabs	jdû	31560			j d û	jdû	THE
1608	- - v e ¹³/i - - - -		714	1993	the belly	Zhaba	vei¹³	21179			v e ¹³/i	vei¹³	THE
1873	t ə + - - p o - - k - -		714	1994 1993	the belly	MaerkangrGyalrong	tə pok	25645			t ə + p o k	tə pok	_the THE
2129	- - β ³³/ə - - - l ⁵³/ø		714	1993	the belly	MuyaKangding	βə³³lø⁵³	22434			β ³³/ə l ⁵³/ø	βə³³lø⁵³	THE
2511	- - v ə - - - l ¹/ø		714	1993	the belly	MenyaGao	1vəlø				v ə l ¹/ø	1vəlø	THE
2687	- - p ²/o - - k - -		714	1993	the belly	OldBurmese	po₂k	31117			p ²/o k	po₂k	THE
2930	l - v ⁵⁵/u - - - - -		714	1993	the belly	QueyuXinlong	lvu⁵⁵	19979			l v ⁵⁵/u	lvu⁵⁵	THE
3113	- - b ɤ̄/ɤ - - - - -		714	1993	the belly	QueyuPubarong	bɤ̄				b ɤ̄/ɤ	bɤ̄	THE
3477	ɣ d û -		715	1996	the belly	SiyuewuKhroskyabs	ɣdû	38895			ɣ d û	ɣdû	THE
3794	t ə + - - v ō/o - - - - -		714	1994 1993	the belly	BragbarSitu	tə-vō				t ə + v ō/o	tə-vō	_the THE
4267	- - v ə - u - - -		714	1993	the belly	Geshiza	vəu				v ə u	vəu	THE
4409	ɣ d ⁵³/u -		715	1996	the belly	GuanyinqiaoKhroskyabs	ɣdu⁵³				ɣ d ⁵³/u	ɣdu⁵³	THE
4906	s ³³/ə tʰ ⁵⁵/a		717	1999	the belly	NjorogsKhroskyabs	sə³³tʰa⁵⁵				s ³³/ə tʰ ⁵⁵/a	sə³³tʰa⁵⁵	THE
5041	kʰ ɔ́/ɔ χ p e	tib	3045	2003	the belly	Tshobdun	kʰɔ́χpe		_2003		kʰ ɔ́/ɔ χ p e	kʰɔ́χpe	THE
5114	- - p o - - - - -		714	1993	the belly	Tshobdun	po				p o	po	THE
5249	x t o ʔ		715	1996	the belly	Tshobdun	xtoʔ				x t o ʔ	xtoʔ	THE
5508	- - v ə - - - - - + x t ú/u ʔ		714	1993 1996	the belly	NgyaltsuZbu	və-xtúʔ				v ə + x t ú/u ʔ	və-xtúʔ	THE _the
5832	- - w ¹³/u - - - - -		714	1993	the belly	Zlarong	wu13				w ¹³/u	wu13	THE
5928	t ə + - - v o - - k - -		714	1994 1993	the belly	KyomkyoSitu	təvok				t ə + v o k	təvok	_the THE
6592	- - v o - - - - -		714	1993	the belly	MazurStau	vo				v o	vo	THE
#
34	cʰ o ŋ w a		722	2022	the bird	Bantawa	cʰoŋwa				cʰ o ŋ w a	cʰoŋwa	THE
348	- - - v dʑ - - ɛ - - - - - - - - + v dʑ u		719	2024 2025	the bird	Daofu	vdʑɛ vdʑu	18787			v dʑ ɛ + v dʑ u	vdʑɛ vdʑu	THE _the
624	p ɣ a - - - - - - - -		720	2027	the bird	Japhug	pɣa	631			p ɣ a	pɣa	THE
988	- - - - dʑ j w o w - - - - - - -		719	2024	the bird	Tangut	dʑjwow	37997			dʑ j w o w	dʑjwow	THE
989	ʔ w ¹/e - - - - - - - -		720	2027	the bird	Tangut	.we¹	635			ʔ w ¹/e	.we¹	THE
1307	j - m b j ə̂/ə m p ɑ - - -		721	2023	the bird	WobziKhroskyabs	jmbjə̂mpɑ	31563			j m b j ə̂/ə m p ɑ	jmbjə̂mpɑ	THE
1609	- - - p ts i - ³³/a - - p ts ⁵⁵/i - - -		719	2024	the bird	Zhaba	ptsia³³ptsi⁵⁵	21359			p ts i ³³/a p ts ⁵⁵/i	ptsia³³ptsi⁵⁵	THE
1874	p - ɑ - - - - - - - - + ts ɑ		720	2027 2029	the bird	MaerkangrGyalrong	pɑ tsɑ	17559			p ɑ + ts ɑ	pɑ tsɑ	THE _the
2130	- - n - dʑ - - ⁵⁵/e - ɦ ³³/u - - - - -		719	2024	the bird	MuyaKangding	ndʑe⁵⁵ɦu³³	22597			n dʑ ⁵⁵/e ɦ ³³/u	ndʑe⁵⁵ɦu³³	THE
2401	- - n - dʑ - - e - ɦ ¹/u - - - - -		719	2024	the bird	MenyaGao	1ndʑeɦu				n dʑ e ɦ ¹/u	1ndʑeɦu	THE
2688	ŋʱ a k		725	2032	the bird	OldBurmese	ṅhak	31118			ŋʱ a k	ṅhak	THE
2932	ɕ ⁵⁵/e - b ʑ - - ³³/i - - - - - - - -		719	2024	the bird	QueyuXinlong	ɕe⁵⁵bʑi³³	20149			ɕ ⁵⁵/e b ʑ ³³/i	ɕe⁵⁵bʑi³³	THE
3206	ʁ - o - tɕʰ i - - - - -		720	2027	the bird	QueyuPubarong	ʁotɕʰi				ʁ o tɕʰ i	ʁotɕʰi	THE
3478	ɣ - - b j ə̂/ə m - - - - -		721	2023	the bird	SiyuewuKhroskyabs	ɣbjə̂m	38896			ɣ b j ə̂/ə m	ɣbjə̂m	THE
3795	k ə m b j â/a m - - - - -		721	2023	the bird	BragbarSitu	kəmbjâm				k ə m b j â/a m	kəmbjâm	THE
4277	w - ə - z ə - - - - -		720	2027	the bird	Geshiza	wəzə				w ə z ə	wəzə	THE
4410	ɣ - - b j e ⁵³/m - - b j ⁵⁵/a		721	2023	the bird	GuanyinqiaoKhroskyabs	ɣbjem⁵³bja⁵⁵				ɣ b j e ⁵³/m b j ⁵⁵/a	ɣbjem⁵³bja⁵⁵	THE
4726	ɣ - - b j a ⁵⁵/m - - - - -		721	2023	the bird	NjorogsKhroskyabs	ɣbjam⁵⁵				ɣ b j a ⁵⁵/m	ɣbjam⁵⁵	THE
5109	p ɣ ɐ - - - p ɣ e - -		720	2027	the bird	Tshobdun	pɣɐpɣe				p ɣ ɐ p ɣ e	pɣɐpɣe	THE
5433	p ɣ é/e ʔ - - - - - - -		720	2027	the bird	NgyaltsuZbu	pɣéʔ				p ɣ é/e ʔ	pɣéʔ	THE
5698	- - n - dʑ - - ⁵⁵/e - - - - - n dʑ ⁵⁵/e		719	2024	the bird	Zlarong	ndʑe55ndʑe55				n dʑ ⁵⁵/e n dʑ ⁵⁵/e	ndʑe55ndʑe55	THE
5929	p - a - - - - - - tʃ u		720	2027	the bird	KyomkyoSitu	patʃu				p a tʃ u	patʃu	THE
6593	- - - v ɟ - - o - - - - - - - -		719	2024	the bird	MazurStau	vɟo				v ɟ o	vɟo	THE
#
76	h ɨ		728	2047	the blood	Bantawa	hɨ				h ɨ	hɨ	THE
349	- sʰ - e - - -		726	2049	the blood	Daofu	she	18645			sʰ e	she	THE
625	t ɤ + - s - e - - -		726	2048 2049	the blood	Japhug	tɤ-se	790			t ɤ + s e	tɤ-se	_the THE
990	- s j i ¹/j - -		726	2049	the blood	Tangut	sjij¹	794			s j i ¹/j	sjij¹	THE
1308	- s - ə̂/ə - - -		726	2049	the blood	WobziKhroskyabs	sə̂	31566			s ə̂/ə	sə̂	THE
1610	- ɕʰ - ¹³/ʌ - - -		726	2049	the blood	Zhaba	ɕhʌ¹³	21205			ɕʰ ¹³/ʌ	ɕhʌ¹³	THE
1875	t ɑ + - ʃ - i - - -		726	2048 2049	the blood	MaerkangrGyalrong	tɑ ʃi	19317			t ɑ + ʃ i	tɑ ʃi	_the THE
2131	- s - ⁵³/a - - -		726	2049	the blood	MuyaKangding	sa⁵³	25115			s ⁵³/a	sa⁵³	THE
2446	- s - ¹/æ̙ - - -		726	2049	the blood	MenyaGao	1sæ̠				s ¹/æ̙	1sæ̠	THE
2689	- s - u y ɦ -		726	2049	the blood	OldBurmese	suyḥ	31119			s u y ɦ	suyḥ	THE
2933	- s - ⁵⁵/i - - -		726	2049	the blood	QueyuXinlong	si⁵⁵	20009			s ⁵⁵/i	si⁵⁵	THE
3241	x sʰ - ɨ - - -		726	2049	the blood	QueyuPubarong	ˣsʰɨ				x sʰ ɨ	ˣsʰɨ	THE
3479	- s - ə̂/ə - - -		726	2049	the blood	SiyuewuKhroskyabs	sə̂	38897			s ə̂/ə	sə̂	THE
3796	t a + - ɕ - ī - - -		726	2048 2049	the blood	BragbarSitu	ta-ɕī				t a + ɕ ī	ta-ɕī	_the THE
4199	- sʰ - e - - -		726	2049	the blood	Geshiza	sʰe				sʰ e	sʰe	THE
4411	- s - ⁵³/ə - - -		726	2049	the blood	GuanyinqiaoKhroskyabs	sə⁵³				s ⁵³/ə	sə⁵³	THE
4907	- s - ⁵⁵/ə - - -		726	2049	the blood	NjorogsKhroskyabs	sə⁵⁵				s ⁵⁵/ə	sə⁵⁵	THE
5208	t ɐ + - s - ɐ - - -		726	2048 2049	the blood	Tshobdun	tɐsɐ				t ɐ + s ɐ	tɐsɐ	_the THE
5468	t ɑ + - s - ɑ́/ɑ - - ʔ		726	2048 2049	the blood	NgyaltsuZbu	tɑ-sɑ́ʔ				t ɑ + s ɑ́/ɑ ʔ	tɑ-sɑ́ʔ	_the THE
5757	- s - ⁵³/ɛ - - -		726	2049	the blood	Zlarong	sɛ53				s ⁵³/ɛ	sɛ53	THE
6594	- s - i - - -		726	2049	the blood	MazurStau	si				s i	si	THE
#
173	- m ɨ - - - - - - - - w a		729	2074	the body hair (hair or fur)	Bantawa	mɨwa				m ɨ w a	mɨwa	THE
350	- - s p ə - - -	tib	2564	2075	the body hair (hair or fur)	Daofu	spə	18741	_2075		s p ə	spə	THE
626	t ɤ + r m e - - - - - - - - - -		729	2073 2074	the body hair (hair or fur)	Japhug	tɤ-rme	30730			t ɤ + r m e	tɤ-rme	_the THE
991	- m e j - - - - - - - - -		729	2074	the body hair (hair or fur)	Tangut	mej	38213			m e j	mej	THE
1309	s m ɑ̂/ɑ - - ɣ - - - - - - -		729	2074	the body hair (hair or fur)	WobziKhroskyabs	smɑ̂ɣ	31568			s m ɑ̂/ɑ ɣ	smɑ̂ɣ	THE
1611	- - sʰ - ¹³/u - - -	tib spu	2675	2075	the body hair (hair or fur)	Zhaba	shu¹³	21313	_2075		sʰ ¹³/u	shu¹³	THE
1876	t ɑ + r ȵ ɛ - - - - - - - - - -		729	2073 2074	the body hair (hair or fur)	MaerkangrGyalrong	tɑ rȵᴇ	17519			t ɑ + r ȵ ɛ	tɑ rȵᴇ	_the THE
2132	- m ²⁴/o - - - - - - - - - -		729	2074	the body hair (hair or fur)	MuyaKangding	mo²⁴	22552			m ²⁴/o	mo²⁴	THE
2385	- m ¹/ɔ̙ - - - - - - - - - -		729	2074	the body hair (hair or fur)	MenyaGao	1mɔ̠				m ¹/ɔ̙	1mɔ̠	THE
2690	- m u y ɦ - - - - - - - -		729	2074	the body hair (hair or fur)	OldBurmese	muyḥ	31120			m u y ɦ	muyḥ	THE
2934	- m̥ ¹³/e - - - r i ⁵⁵/e - - - -		729	2074	the body hair (hair or fur)	QueyuXinlong	m̥e¹³rie⁵⁵	20103			m̥ ¹³/e r i ⁵⁵/e	m̥e¹³rie⁵⁵	THE
3167	- m̥ ū/u - - - - - - - - - -		729	2074	the body hair (hair or fur)	QueyuPubarong	m̥ū				m̥ ū/u	m̥ū	THE
3480	r m ə̂/ə - - - - - - - - - -		729	2074	the body hair (hair or fur)	SiyuewuKhroskyabs	rmə̂	38898			r m ə̂/ə	rmə̂	THE
3797	t a + r ɲ ê/e - - - - - - - - - -		729	2073 2074	the body hair (hair or fur)	BragbarSitu	ta-rɲê				t a + r ɲ ê/e	ta-rɲê	_the THE
3798	s m ɐ̂/ɐ - - k - - - - - - -		729	2074	the body hair (hair or fur)	BragbarSitu	smɐ̂k				s m ɐ̂/ɐ k	smɐ̂k	THE
4282	w m ə - - - r j a - - - -		729	2074	the body hair (hair or fur)	Geshiza	wmərja				w m ə r j a	wmərja	THE
4412	b ³³/a s p ⁵³/ə - - -	tib	2988	2075	the body hair (hair or fur)	GuanyinqiaoKhroskyabs	ba³³spə⁵³		_2075		b ³³/a s p ⁵³/ə	ba³³spə⁵³	THE
4769	- m ³³/ə - - - - - - m ⁵⁵/a - -		729	2074	the body hair (hair or fur)	NjorogsKhroskyabs	mə³³ma⁵⁵				m ³³/ə m ⁵⁵/a	mə³³ma⁵⁵	THE
5458	t ɐ + r m é/e ʔ - - - - - - - - -		729	2073 2074	the body hair (hair or fur)	NgyaltsuZbu	tɐ-rméʔ				t ɐ + r m é/e ʔ	tɐ-rméʔ	_the THE
5658	- m ¹³/ɔ - - - - - - - - - -		729	2074	the body hair (hair or fur)	Zlarong	mɔ13				m ¹³/ɔ	mɔ13	THE
5930	t a + r ɲ i - - - - - - - - - -		729	2073 2074	the body hair (hair or fur)	KyomkyoSitu	tarɲi				t a + r ɲ i	tarɲi	_the THE
6595	- - s p ə s p æ		731	2075	the body hair (hair or fur)	MazurStau	spəspæ				s p ə s p æ	spəspæ	THE
#
266	y ɨ w a		734	2100	the bone	Bantawa	yɨwa				y ɨ w a	yɨwa	THE
627	ɕ ɤ + r - - ɯ - - - - - -	partial tib: sha	2605	7976 7844	the bone	Japhug	ɕɤrɯ	949	_7976 7844		ɕ ɤ + r ɯ	ɕɤrɯ	_the THE
992	r - j ¹/ɨ - - - r - -		732	7844	the bone	Tangut	rjɨr¹	953			r j ¹/ɨ r	rjɨr¹	THE
1310	ɕ ɑ + r - - ə́/ə - - - - - -	partial tib: sha	2637	7976 7844	the bone	WobziKhroskyabs	ɕɑrə́	31569	_7976 7844		ɕ ɑ + r ə́/ə	ɕɑrə́	_the THE
1612	x ⁵⁵/ə + ʐ - - ⁵⁵/ə - - - - - -	partial tib: sha	2676	7976 7844	the bone	Zhaba	xə⁵⁵|ʐə⁵⁵	21209	_7976 7844		x ⁵⁵/ə + ʐ ⁵⁵/ə	xə⁵⁵|ʐə⁵⁵	_the THE
1613	ɕ ⁵⁵/ə + ʐ - - ⁵⁵/ə - - - - - -	partial tib: sha	2677	7976 7844	the bone	Zhaba	ɕə⁵⁵|ʐə⁵⁵	21210	_7976 7844		ɕ ⁵⁵/ə + ʐ ⁵⁵/ə	ɕə⁵⁵|ʐə⁵⁵	_the THE
1877	ʃ ɐ + r - - ə - - - - - -	partial tib: sha	2716	7976 7844	the bone	MaerkangrGyalrong	ʃɐ rə	17417	_7976 7844		ʃ ɐ + r ə	ʃɐ rə	_the THE
2133	tɕʰ u - ⁵⁵/e - - - - - - + r - - ⁵³/ə - - - - - -	partial tib: sha	2750	7844 7844	the bone	MuyaKangding	tɕhue⁵⁵rə⁵³	22924	_7976 7844		tɕʰ u ⁵⁵/e + r ⁵³/ə	tɕhue⁵⁵rə⁵³	THE _the
2459	tɕʰ e + ʐ - - ¹/ə - - - - - -	partial tib: sha	2791	7976 7844	the bone	MenyaGao	1tɕheʐə		_7976 7844		tɕʰ e + ʐ ¹/ə	1tɕheʐə	_the THE
2691	r u - i - w ɦ - - -		732	7844	the bone	OldBurmese	ruiwḥ	31121			r u i w ɦ	ruiwḥ	THE
2935	ʃ ⁵⁵/ə + r - - ⁵⁵/ə - - - - - -	partial tib: sha	2816	7976 7844	the bone	QueyuXinlong	ʃə⁵⁵|rə⁵⁵	20012	_7976 7844		ʃ ⁵⁵/ə + r ⁵⁵/ə	ʃə⁵⁵|rə⁵⁵	_the THE
3120	ɕʰ ə + ɻ - - a ɪ - - - - -	partial tib: sha	2851	7976 7844	the bone	QueyuPubarong	ɕʰəɻaɪ		_7976 7844		ɕʰ ə + ɻ a ɪ	ɕʰəɻaɪ	_the THE
3481	ɕ e + r - - ə́/ə - - - - - -	partial tib: sha	2895	7976 7844	the bone	SiyuewuKhroskyabs	ɕerə́	38899	_7976 7844		ɕ e + r ə́/ə	ɕerə́	_the THE
3799	ɕ a + r - - ə̂/ə - - - - - -	partial tib: sha	2930	7976 7844	the bone	BragbarSitu	ɕarə̂		_7976 7844		ɕ a + r ə̂/ə	ɕarə̂	_the THE
4233	tɕʰ ə + r - - i - - - - - -	partial tib: sha	2973	7976 7844	the bone	Geshiza	tɕʰəri		_7976 7844		tɕʰ ə + r i	tɕʰəri	_the THE
4413	ɕ ³³/ɛ + r - - ⁵⁵/ə - - - - - -	partial tib: sha	2989	7976 7844	the bone	GuanyinqiaoKhroskyabs	ɕɛ³³rə⁵⁵		_7976 7844		ɕ ³³/ɛ + r ⁵⁵/ə	ɕɛ³³rə⁵⁵	_the THE
4685	ɕ ³³/a + r - - ⁵⁵/u - - - - - -	partial tib: sha	3013	7976 7844	the bone	NjorogsKhroskyabs	ɕa³³ru⁵⁵		_7976 7844		ɕ ³³/a + r ⁵⁵/u	ɕa³³ru⁵⁵	_the THE
5195	ʃ ɐ́/ɐ + r - - u - - - - - -	partial tib: sha	3068	7976 7844	the bone	Tshobdun	ʃɐ́ru		_7976 7844		ʃ ɐ́/ɐ + r u	ʃɐ́ru	_the THE
5532	ɕ ɐ + r - - ə̂/ə - - - - - -	partial tib: sha	3096	7976 7844	the bone	NgyaltsuZbu	ɕɐrə̂		_7976 7844		ɕ ɐ + r ə̂/ə	ɕɐrə̂	_the THE
5772	tɕʰ ³¹/u + r - - ⁵³/u - - - - - -	partial tib: sha	3149	7976 7844	the bone	Zlarong	tɕhu31ru53		_7976 7844		tɕʰ ³¹/u + r ⁵³/u	tɕhu31ru53	_the THE
5931	ʃ a + r - - ə - - - - - -	partial tib: sha	3177	7976 7844	the bone	KyomkyoSitu	ʃarə		_7976 7844		ʃ a + r ə	ʃarə	_the THE
6596	r - - ə - - - - r æ		732	7844	the bone	MazurStau	rəræ				r ə r æ	rəræ	THE
#
136	k u s i		741	2125	the branch	Bantawa	kusi				k u s i	kusi	THE
353	q a - - - + r - v ɐ -		738	2128 2143	the branch	Daofu	qa rvɐ	16930			q a + r v ɐ	qa rvɐ	_the THE
628	t ɤ - + r t a ʁ		737	2135 2133	the branch	Japhug	tɤ-rtaʁ	1002			t ɤ + r t a ʁ	tɤ-rtaʁ	THE _the
993	- ʔ w a r		738	2143	the branch	Tangut	.war	38113			ʔ w a r	.war	THE
1311	j æ l g ɑ́/ɑ	tib	2638	2131	the branch	WobziKhroskyabs	jælgɑ́	31570	_2131		j æ l g ɑ́/ɑ	jælgɑ́	THE
1614	j ⁵⁵/a j ⁵⁵/a	chn	2678	2144	the branch	Zhaba	ja⁵⁵ja⁵⁵	24699	_2144		j ⁵⁵/a j ⁵⁵/a	ja⁵⁵ja⁵⁵	THE
1878	t ɐ i + - - j g - ɐ -		735	2135 2136	the branch	MaerkangrGyalrong	tɐi jgɐ	17600			t ɐ i + j g ɐ	tɐi jgɐ	_the THE
2134	j ³³/ɐ - g ⁵³/æ	tib	2751	2131	the branch	MuyaKangding	jɐ³³gæ⁵³	19573	_2131		j ³³/ɐ g ⁵³/æ	jɐ³³gæ⁵³	THE
2346	j ɛ - g ¹/ɛ	tib	2777	2131	the branch	MenyaGao	1jɛɡɛ		_2131		j ɛ g ¹/ɛ	1jɛɡɛ	THE
2692	a + - - - kʰ - a k		735	2140 2136	the branch	OldBurmese	a◦khak	31122			a + kʰ a k	a◦khak	_the THE
2936	r ¹³/a l ⁵⁵/a		739	2141	the branch	QueyuXinlong	ra¹³la⁵⁵	20191			r ¹³/a l ⁵⁵/a	ra¹³la⁵⁵	THE
3260	ʐ a l ǎ		739	2141	the branch	QueyuPubarong	ʐalǎ				ʐ a l ǎ	ʐalǎ	THE
3482	dz ə̂/ə ɣ		746	2142	the branch	SiyuewuKhroskyabs	dzə̂ɣ	38900			dz ə̂/ə ɣ	dzə̂ɣ	THE
3800	ɕ ɐ + - - j g i â/a k		735	2134 2136	the branch	BragbarSitu	ɕɐ-jgiâk				ɕ ɐ + j g i â/a k	ɕɐ-jgiâk	_the THE
4203	sʰ ə + - - v a r		738	2126 2143	the branch	Geshiza	sʰə-var				sʰ ə + v a r	sʰə-var	_the THE
4414	j a ³³/l g ⁵³/a	tib	2990	2131	the branch	GuanyinqiaoKhroskyabs	jal³³ga⁵³		_2131		j a ³³/l g ⁵³/a	jal³³ga⁵³	THE
4938	t a - + - - ³³/i g - ⁵⁵/a -		735	2135 2136	the branch	NjorogsKhroskyabs	tai³³ga⁵⁵				t a + ³³/i g ⁵⁵/a	tai³³ga⁵⁵	_the THE
5510	v ə l q - ɐ́/ɐ ʔ		735	2136	the branch	NgyaltsuZbu	vəlqɐ́ʔ				v ə l q ɐ́/ɐ ʔ	vəlqɐ́ʔ	THE
5638	l ⁵³/a - -		748	2145	the branch	Zlarong	la53				l ⁵³/a	la53	THE
5933	t a - + - - j g - a -		735	2135 2136	the branch	KyomkyoSitu	tajga				t a + j g a	tajga	_the THE
6597	r ɑ l ɑ		739	2141	the branch	MazurStau	rɑlɑ				r ɑ l ɑ	rɑlɑ	THE
6598	q ɑ v l ɑ		740	2128	the branch	MazurStau	qɑvlɑ				q ɑ v l ɑ	qɑvlɑ	THE
#
65	d u d a		751	2154	the breast (female)	Bantawa	duda				d u d a	duda	THE
629	t ɯ + n - ɯ - - - - - -		749	2155 2158	the breast (female)	Japhug	tɯ-nɯ	1055			t ɯ + n ɯ	tɯ-nɯ	_the THE
995	n j ²/u - - - - - -		749	2158	the breast (female)	Tangut	new	38125			n j ²/u	new	THE
1312	n - ə - - - - n ə̂/ə		749	2158	the breast (female)	WobziKhroskyabs	nənə̂	31571			n ə n ə̂/ə	nənə̂	THE
1615	n - ⁵⁵/ə - - - - n ⁵⁵/ə		749	2158	the breast (female)	Zhaba	nə⁵⁵nə⁵⁵	21178			n ⁵⁵/ə n ⁵⁵/ə	nə⁵⁵nə⁵⁵	THE
1879	t ə + n - u - - - - - -		749	2155 2158	the breast (female)	MaerkangrGyalrong	tə nu	17393			t ə + n u	tə nu	_the THE
2135	n - ³³/ə - - - - n ²⁴/ø		749	2158	the breast (female)	MuyaKangding	nə³³nø²⁴	22432			n ³³/ə n ²⁴/ø	nə³³nø²⁴	THE
2615	n - ø - - - - n ²/ø		749	2158	the breast (female)	MenyaGao	2nønø				n ø n ²/ø	2nønø	THE
2693	n - u i w - ʔ - -		749	2158	the breast (female)	OldBurmese	nuiwʔ	31123			n u i w ʔ	nuiwʔ	THE
2937	n - ¹³/ɯ - - - - n ⁵⁵/ɯ		749	2158	the breast (female)	QueyuXinlong	nɯ¹³nɯ⁵⁵	19977			n ¹³/ɯ n ⁵⁵/ɯ	nɯ¹³nɯ⁵⁵	THE
3176	n - ə̌/ə - - - - n ə		749	2158	the breast (female)	QueyuPubarong	nə̌nə				n ə̌/ə n ə	nə̌nə	THE
