ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	BORROWING	ID_IN_SOURCE	NOTE
1566	Zhaba	horizontal	ŋʌ⁵⁵ʂki⁵⁵	ŋʌ⁵⁵ʂki⁵⁵	ŋ ⁵⁵/ʌ ʂ k ⁵⁵/i		808	2728	ŋ ⁵⁵/ʌ ʂ k ⁵⁵/i		23771	
1567	Zhaba	hot	ȵi⁵⁵	ȵi⁵⁵	ȵ ⁵⁵/i		836	2306	ȵ ⁵⁵/i		21833	
1568	Zhaba	hot	kᴜ⁵⁵lyø⁵⁵	kᴜ⁵⁵lyø⁵⁵	k ⁵⁵/ʊ + l y ⁵⁵/ø		8396 839	2305	k ⁵⁵/ʊ + l y ⁵⁵/ø - -		21832	
1569	Zhaba	hundred	ɟi¹³	ɟi¹³	ɟ ¹³/i		7856	185	- ɟ - ¹³/i -		21658	
1570	Zhaba	inside	khə⁵⁵pi⁵⁵	khə⁵⁵pi⁵⁵	kʰ ⁵⁵/ə + p ⁵⁵/i		899 8407	2261	kʰ ⁵⁵/ə + p ⁵⁵/i		21599	
1571	Zhaba	late	a³³tsha⁵⁵	a³³tsha⁵⁵	³³/a tsʰ ⁵⁵/a		940	2296	³³/a tsʰ ⁵⁵/a		21794	
1572	Zhaba	left	ɕy⁵⁵ŋo⁵⁵	ɕy⁵⁵ŋo⁵⁵	ɕ ⁵⁵/y ŋ ⁵⁵/o		970	2258	ɕ ⁵⁵/y ŋ ⁵⁵/o		21594	
1573	Zhaba	left	nu⁵⁵ŋo⁵⁵	nu⁵⁵ŋo⁵⁵	n ⁵⁵/u ŋ ⁵⁵/o		970	2258	n ⁵⁵/u ŋ ⁵⁵/o		21595	
1574	Zhaba	light (of weight)	dᴜ³³dᴜ⁵⁵	dᴜ³³dᴜ⁵⁵	d ³³/ʊ d ⁵⁵/ʊ		992	2750	d ³³/ʊ d ⁵⁵/ʊ		23834	
1575	Zhaba	long	ʂɪ⁵⁵ʂɪ⁵⁵	ʂɪ⁵⁵ʂɪ⁵⁵	ʂ ⁵⁵/ɪ ʂ ⁵⁵/ɪ		1007	547	- - - - ʂ - - - ⁵⁵/ɪ - - - - ʂ ⁵⁵/ɪ		21757	
1576	Zhaba	many	pɛ³³pɛ³³	pɛ³³pɛ³³	p ³³/ɛ p ³³/ɛ		1049	2291	p ³³/ɛ p ³³/ɛ		21768	
1577	Zhaba	middle	ʂcçi⁵⁵ku³³	ʂcçi⁵⁵ku³³	ʂ cç ⁵⁵/i + k ³³/u	_1080 1086	1080 1086	205	ʂ cç ⁵⁵/i - + k ³³/u	tib	22551	
1579	Zhaba	morning	sᴜ⁵⁵	sᴜ⁵⁵	s ⁵⁵/ʊ		1108	2266	- - s ⁵⁵/ʊ -		21614	
1580	Zhaba	narrow	tɕhi⁵⁵tɕhi⁵⁵	tɕhi⁵⁵tɕhi⁵⁵	tɕʰ ⁵⁵/i tɕʰ ⁵⁵/i		1142	671	- tɕʰ - ⁵⁵/i - - tɕʰ ⁵⁵/i		21762	
1581	Zhaba	near	ȵʌ⁵⁵ʐu³³	ȵʌ⁵⁵ʐu³³	ȵ ⁵⁵/ʌ + ʐ ³³/u		8473 8472	7	ȵ ⁵⁵/ʌ + ʐ ³³/u		21760	
1582	Zhaba	new	se⁵⁵pi⁵⁵	se⁵⁵pi⁵⁵	s ⁵⁵/e p ⁵⁵/i	_1191	1191	23	- s ⁵⁵/e - p ⁵⁵/i - - - -	tib	23970	
1583	Zhaba	nine	ngʌ¹³	ngʌ¹³	n g ¹³/ʌ		1210	24	n g - - ¹³/ʌ - - - -		21649	
1584	Zhaba	noon	ʂȵʌ¹³ʑu¹³	ʂȵʌ¹³ʑu¹³	ʂ ȵ ¹³/ʌ + ʑ ¹³/u		7860 8294	2267	ʂ ȵ ¹³/ʌ - - + ʑ ¹³/u		21616	
1585	Zhaba	old (of person)	ga³³gi⁵⁵	ga³³gi⁵⁵	g ³³/a + g ⁵⁵/i	8297 _1267	8297 1267	583	g ³³/a + - - g ⁵⁵/i - -	tib	21828	
1586	Zhaba	one	tɛ⁵⁵	tɛ⁵⁵	t ⁵⁵/ɛ		1292	302	t ⁵⁵/ɛ -		22872	
1587	Zhaba	outside	nu³³pi⁵⁵	nu³³pi⁵⁵	n ³³/u + p ⁵⁵/i	_1339	1351 1339	2260	n ³³/u + - p - ⁵⁵/i - -	tib	21598	
1588	Zhaba	red	ȵi⁵⁵ȵi³³	ȵi⁵⁵ȵi³³	ȵ ⁵⁵/i ȵ ³³/i		1389	1306	ȵ - - ⁵⁵/i - - ȵ ³³/i		23800	
1589	Zhaba	right	ʂty⁵⁵ŋo⁵⁵	ʂty⁵⁵ŋo⁵⁵	ʂ t ⁵⁵/y ŋ ⁵⁵/o		1430	2259	ʂ t ⁵⁵/y ŋ ⁵⁵/o		21596	
1590	Zhaba	round	the⁵⁵vʐe⁵⁵vʐe³³	the⁵⁵vʐe⁵⁵vʐe³³	tʰ ⁵⁵/e v ʐ ⁵⁵/e v ʐ ³³/e		7683	2292	tʰ ⁵⁵/e v ʐ ⁵⁵/e v ʐ ³³/e		21769	
1591	Zhaba	salty	tshɿ⁵⁵ zo³³zo⁵⁵	tshɿ⁵⁵ zo³³zo⁵⁵	tsʰ ⁵⁵/ɿ + z ³³/o z ⁵⁵/o	_7850 7851	7850 7851	1006	tsʰ ⁵⁵/ɿ + z ³³/o z ⁵⁵/o	partial tib: tshwa	24603	
1592	Zhaba	seven	n̥ɛ⁵⁵	n̥ɛ⁵⁵	n̥ ⁵⁵/ɛ		1511	55	- n̥ - ⁵⁵/ɛ - -		21646	
1593	Zhaba	seven	ʂnɛ⁵⁵	ʂnɛ⁵⁵	ʂ n ⁵⁵/ɛ		1511	55	ʂ n - ⁵⁵/ɛ - -		21647	
1594	Zhaba	sharp	thᴜ⁵⁵	thᴜ⁵⁵	tʰ ⁵⁵/ʊ		1548	375	tʰ ⁵⁵/ʊ -		21795	
1595	Zhaba	short	ndʌ³³ndʌ⁵⁵	ndʌ³³ndʌ⁵⁵	n d ³³/ʌ n d ⁵⁵/ʌ		1574	4174	n d ³³/ʌ n d ⁵⁵/ʌ		21758	
1596	Zhaba	shy	tʂʌ³³ȵi⁵⁵mu³³	tʂʌ³³ȵi⁵⁵mu³³	ʈʂ ³³/ʌ ȵ ⁵⁵/i m ³³/u		1602	4712	ʈʂ ³³/ʌ ȵ ⁵⁵/i m ³³/u		22050	
1597	Zhaba	six	tʂho⁵⁵	tʂho⁵⁵	ʈʂʰ ⁵⁵/o		1641	306	- - ʈʂʰ - - - ⁵⁵/o - - - -		21645	
1598	Zhaba	small	lɛ⁵⁵zɿ³³	lɛ⁵⁵zɿ³³	l ⁵⁵/ɛ + z ³³/ɿ		7995 1674	440	l ⁵⁵/ɛ + - - z - ³³/ɿ - -		23593	
1599	Zhaba	small	jɪ³³jɪ⁵⁵	jɪ³³jɪ⁵⁵	j ³³/ɪ j ⁵⁵/ɪ		1679	2287	j ³³/ɪ j ⁵⁵/ɪ		21753	
1600	Zhaba	smooth	ɕi⁵⁵fɕi⁵⁵	ɕi⁵⁵fɕi⁵⁵	ɕ ⁵⁵/i f ɕ ⁵⁵/i		1708	523	ɕ ⁵⁵/i f ɕ ⁵⁵/i		21810	
1601	Zhaba	soft	nu³³nu⁵⁵	nu³³nu⁵⁵	n ³³/u n ⁵⁵/u		1728	2300	- n ³³/u n ⁵⁵/u		21807	
1602	Zhaba	stone (of fruit)	vʑʌ¹³	vʑʌ¹³	v ʑ ¹³/ʌ		1769	0	v ʑ ¹³/ʌ		24813	
1603	Zhaba	straight	tʂu³³tʂu⁵⁵	tʂu³³tʂu⁵⁵	ʈʂ ³³/u ʈʂ ⁵⁵/u	_1778	1778	2732	ʈʂ ³³/u ʈʂ ⁵⁵/u	tib	23780	
1604	Zhaba	ten	tshɿ⁵⁵	tshɿ⁵⁵	tsʰ ⁵⁵/ɿ		1809	898	tsʰ ⁵⁵/ɿ -		21650	
1605	Zhaba	the ant	po⁵⁵ʐo⁵⁵	po⁵⁵ʐo⁵⁵	p ⁵⁵/o + ʐ ⁵⁵/o		1853 8524	2954	p ⁵⁵/o + ʐ - ⁵⁵/o - -		21390	
1606	Zhaba	the armpit	ja⁵⁵tho⁵⁵ ʑʌ¹³	ja⁵⁵tho⁵⁵ ʑʌ¹³	j ⁵⁵/a + tʰ ⁵⁵/o + ʑ ¹³/ʌ		1884 8308 8312	3316	j ⁵⁵/a + tʰ ⁵⁵/o - + ʑ ¹³/ʌ		21176	
1607	Zhaba	the bamboo	mɛ⁵⁵	mɛ⁵⁵	m ⁵⁵/ɛ		1947	3481	- m ⁵⁵/ɛ		21412	
1608	Zhaba	the belly	vei¹³	vei¹³	v e ¹³/i		1993	10242	- - v e ¹³/i - -		21179	
1609	Zhaba	the bird	ptsia³³ptsi⁵⁵	ptsia³³ptsi⁵⁵	p ts i ³³/a p ts ⁵⁵/i		8353	264	p ts - - i - ³³/a p ts ⁵⁵/i		21359	
1610	Zhaba	the blood	ɕʌ¹³	ɕʌ¹³	ɕʰ ¹³/ʌ		2049	29703	- ɕʰ - ¹³/ʌ - - -		21205	
1611	Zhaba	the body hair (hair or fur)	su¹³	su¹³	sʰ ¹³/u	_2075	2075	2114	- - sʰ - ¹³/u - - -	tib spu	21313	
1612	Zhaba	the bone	xə⁵⁵|ʐə⁵⁵	xə⁵⁵|ʐə⁵⁵	x ⁵⁵/ə + ʐ ⁵⁵/ə	_7976 7844	7976 7844	2	x ⁵⁵/ə + ʐ - - ⁵⁵/ə - - - - - -	partial tib: sha	21209	
1613	Zhaba	the bone	ɕə⁵⁵|ʐə⁵⁵	ɕə⁵⁵|ʐə⁵⁵	ɕ ⁵⁵/ə + ʐ ⁵⁵/ə	_7976 7844	7976 7844	2	ɕ ⁵⁵/ə + ʐ - - ⁵⁵/ə - - - - - -	partial tib: sha	21210	
1614	Zhaba	the branch	ja⁵⁵ja⁵⁵	ja⁵⁵ja⁵⁵	j ⁵⁵/a j ⁵⁵/a	_2144	2144	10266	j ⁵⁵/a j ⁵⁵/a	chn	24699	
1615	Zhaba	the breast (female)	nə⁵⁵nə⁵⁵	nə⁵⁵nə⁵⁵	n ⁵⁵/ə n ⁵⁵/ə		2158	10186	n - ⁵⁵/ə - - - - n ⁵⁵/ə		21178	
1616	Zhaba	the cloud	ʂtei¹³	ʂtei¹³	ʂ t e ¹³/i		2207	927	ʂ - t - e ¹³/i - -		21114	
1617	Zhaba	the dew	ʂʌ¹³	ʂʌ¹³	ʂ ¹³/ʌ		2252	2011	- - - ʂ ¹³/ʌ		21122	
1619	Zhaba	the dog	khʌ¹³	khʌ¹³	kʰ ¹³/ʌ		2268	2065	kʰ - - ¹³/ʌ - -		21328	
1620	Zhaba	the dream	ma⁵⁵	ma⁵⁵	m ⁵⁵/a		2299	10217	- m - - ⁵⁵/a - - -		21588	
1622	Zhaba	the dust	di³¹	di³¹	d ³¹/i	_2323	2323	507	- - - d ³¹/i -	tib	21144	
1623	Zhaba	the ear	ȵ̥ʌ³³ʐa⁵⁵	ȵ̥ʌ³³ʐa⁵⁵	ȵ̊ ³³/ʌ + ʐ ⁵⁵/a		2344 8141	32	ȵ̊ - ³³/ʌ - - + ʐ ⁵⁵/a		21167	
1624	Zhaba	the earthworm	tsɿ⁵⁵pə⁵⁵ti³³	tsɿ⁵⁵pə⁵⁵ti³³	ts ⁵⁵/ɿ p ⁵⁵/ə t ³³/i		2413	3470	ts ⁵⁵/ɿ p ⁵⁵/ə t ³³/i		21389	
1625	Zhaba	the egg	ʂkui¹³	ʂkui¹³	ʂ k u ¹³/i		2420	2199	ʂ k u ¹³/i		21460	
1626	Zhaba	the eye	ȵa⁵⁵	ȵa⁵⁵	ȵ ⁵⁵/a		2446	4	ȵ - ⁵⁵/a - - -		21165	
1627	Zhaba	the feather	ptsia³³ mʌ⁵⁵mʌ⁵⁵	ptsia³³ mʌ⁵⁵mʌ⁵⁵	p ts i ³³/a + m ⁵⁵/ʌ m ⁵⁵/ʌ	_2506 2495	2506 2495	159	p - ts i ³³/a + - m ⁵⁵/ʌ - - - - m ⁵⁵/ʌ	partial tib	20872	
1628	Zhaba	the fire	ȵʌ¹³	ȵʌ¹³	ȵ ¹³/ʌ		2518	1746	ȵ ¹³/ʌ -		21126	
1629	Zhaba	the fish	dʑy¹³	dʑy¹³	dʑ ¹³/y		2542	804	dʑ - - ¹³/y - - - - - -		21379	
1630	Zhaba	the flea	sʌ³³phi⁵⁵	sʌ³³phi⁵⁵	s ³³/ʌ pʰ ⁵⁵/i		7720	1747	s ³³/ʌ ( pʰ ⁵⁵/i )		21383	
1631	Zhaba	the flower	me³³to⁵⁵	me³³to⁵⁵	m ³³/e t ⁵⁵/o	_7698	7698	248	m ³³/e - - t - ⁵⁵/o - - -	tib	21402	
1632	Zhaba	the fog	ʂtei³³ mbo³⁵zɿ³³	ʂtei³³ mbo³⁵zɿ³³	ʂ t e ³³/i + m b ³⁵/o z ³³/ɿ		2615 8315	668	- ʂ t - e ³³/i - - + m b ³⁵/o z ³³/ɿ		21124	
1633	Zhaba	the foot	tʂhʌ¹³	tʂhʌ¹³	ʈʂʰ ¹³/ʌ		2641	2040	ʈʂʰ - ¹³/ʌ -		21187	
1634	Zhaba	the forest	na³³ʐɿ⁵⁵	na³³ʐɿ⁵⁵	n ³³/a + ʐ ⁵⁵/ɿ	_2668	2668 8081	840	n ³³/a - + ʐ ⁵⁵/ɿ	tib	18016	
1635	Zhaba	the fox	cçʌ⁵⁵kʌ⁵⁵mi³³	cçʌ⁵⁵kʌ⁵⁵mi³³	cç ⁵⁵/ʌ + k ⁵⁵/ʌ m ³³/i		7873 8319	2144	- cç - - ⁵⁵/ʌ - - + k ⁵⁵/ʌ m ³³/i		21358	
1636	Zhaba	the frog	pi³³tɕe⁵⁵kə³³	pi³³tɕe⁵⁵kə³³	p ³³/i + tɕ ⁵⁵/e k ³³/ə		2720 8345	145	- - - - - p - ³³/i - - - - - - - + tɕ ⁵⁵/e k ³³/ə		21081	
1637	Zhaba	the front (front side)	ŋu⁵⁵pi⁵⁵	ŋu⁵⁵pi⁵⁵	ŋ ⁵⁵/u + p ⁵⁵/i		7695 7697	1305	ŋ ⁵⁵/u + p ⁵⁵/i		21597	
1638	Zhaba	the frost	ve³³ʂʌ⁵⁵	ve³³ʂʌ⁵⁵	v ³³/e + ʂ ⁵⁵/ʌ		2770 8321	97	v ³³/e + ʂ ⁵⁵/ʌ		21121	
1639	Zhaba	the fruit	sɛ³³ɕʌ⁵⁵	sɛ³³ɕʌ⁵⁵	sʰ ³³/ɛ + ɕ ⁵⁵/ʌ		8211 8461	3525	sʰ ³³/ɛ - + ɕ ⁵⁵/ʌ		21403	
1640	Zhaba	the goat	tɕhɛ¹³	tɕhɛ¹³	tɕʰ ¹³/ɛ		2833	774	tɕʰ - ¹³/ɛ - -		21321	
1641	Zhaba	the grass	tʂᴜ¹³	tʂᴜ¹³	ʈʂ ¹³/ʊ		2871	2256	- ʈʂ ¹³/ʊ - -		21450	
1642	Zhaba	the hail	ʂtso⁵⁵	ʂtso⁵⁵	ʂ ts ⁵⁵/o		2896	2010	ʂ ts ⁵⁵/o - - -		21120	
1643	Zhaba	the hair (of the head)	gu³tshɪ⁵⁵	gu³tshɪ⁵⁵	g ³/u + tsʰ ⁵⁵/ɪ	_2946 7834	2946 7834	1929	g ³/u + tsʰ ⁵⁵/ɪ	partial tib	21163	
1644	Zhaba	the hand	ja³³pa⁵⁵	ja³³pa⁵⁵	j ³³/a + p ⁵⁵/a		7707 8364	229	- j - ³³/a - - + p ⁵⁵/a		24459	
1645	Zhaba	the head	gu¹³	gu¹³	g ¹³/u	_7833	7833	1426	g ¹³/u - -	tib??	21161	
1647	Zhaba	the heart	ʂnɛ¹³	ʂnɛ¹³	ʂ n ¹³/ɛ		3020	539	ʂ n - ¹³/ɛ - -		21219	
1648	Zhaba	the heart	n̥ɛ¹³	n̥ɛ¹³	n̥ ¹³/ɛ		7719	539	n̥ ¹³/ɛ		17140	
1649	Zhaba	the hoof	khui⁵⁵	khui⁵⁵	kʰ u ⁵⁵/i		3068	2113	- kʰ u ⁵⁵/i - -		21310	
1650	Zhaba	the hoof	khui⁵⁵tɕhʌ⁵⁵	khui⁵⁵tɕhʌ⁵⁵	kʰ u ⁵⁵/i + tɕʰ ⁵⁵/ʌ		3068 8073	2113	- kʰ u ⁵⁵/i - - + tɕʰ - ⁵⁵/ʌ		21311	
1651	Zhaba	the horn (keratinized skin)	ʐʌ³³pə⁵⁵	ʐʌ³³pə⁵⁵	ʐ ³³/ʌ p ⁵⁵/ə	_7876	7876	312	ʐ ³³/ʌ p ⁵⁵/ə	tib	21309	
1652	Zhaba	the horse	mdʐo¹³	mdʐo¹³	m ɖʐ ¹³/o		3107	3151	m ɖʐ - - - ¹³/o - - - - -		21315	
1653	Zhaba	the horse	mbʐo¹³	mbʐo¹³	m b ʐ ¹³/o		3107	3151	m b ʐ - - ¹³/o - - - - -		21316	
1654	Zhaba	the house	jɪ¹³	jɪ¹³	j ¹³/ɪ		3132	209	j ¹³/ɪ - - -		21487	
1655	Zhaba	the husband	sy⁵⁵	sy⁵⁵	s ⁵⁵/y		3174	4618	s ⁵⁵/y		21297	
1656	Zhaba	the ice	nphei⁵⁵	nphei⁵⁵	n pʰ e ⁵⁵/i		3184	1169	n - pʰ - e ⁵⁵/i - -		25295	
1657	Zhaba	the knee	pu¹³	pu¹³	p ¹³/u		3238	2039	- p ¹³/u - -		20013	
1659	Zhaba	the lake	ɕy⁵⁵	ɕy⁵⁵	ɕ ⁵⁵/y		3292	2015	ɕ ⁵⁵/y		21135	
1660	Zhaba	the lake	ptshu⁵⁵	ptshu⁵⁵	p tsʰ ⁵⁵/u	_3287	3287	387	p tsʰ ⁵⁵/u	tib	21136	
1661	Zhaba	the leaf	lo³³ma⁵⁵	lo³³ma⁵⁵	l ³³/o m ⁵⁵/a	_3315	3315	948	l ³³/o m ⁵⁵/a	tib	21186	
1662	Zhaba	the lip (the lips)	ne⁵⁵tʂə¹³	ne⁵⁵tʂə¹³	n ⁵⁵/e ʈʂ ¹³/ə		3358	1254	- n ⁵⁵/e - ʈʂ ¹³/ə		21171	
1664	Zhaba	the liver	sei³³	sei³³	s e ³³/i		3386	2076	s - e ³³/i - - -		21221	
1665	Zhaba	the louse	ɕa¹³	ɕa¹³	ɕʰ ¹³/a	_3412	3412	807	- ɕʰ ¹³/a -	tib	21384	
1666	Zhaba	the lung	tse⁵⁵pe⁵⁵	tse⁵⁵pe⁵⁵	ts ⁵⁵/e + p ⁵⁵/e		3435 8220	716	- ts ⁵⁵/e - + p ⁵⁵/e		21217	
1667	Zhaba	the man (male human)	sy⁵⁵	sy⁵⁵	s ⁵⁵/y		7878	1780	s ⁵⁵/y -		20418	
1668	Zhaba	the meat	( n) thei¹³	( n) thei¹³	n tʰ e ¹³/i		3489	3534	n tʰ e ¹³/i -		21456	
1669	Zhaba	the moon	ɬe³³vʑʌ⁵⁵	ɬe³³vʑʌ⁵⁵	ɬ ³³/e + v ʑ ⁵⁵/ʌ	_7942 7936	7942 7936	2081	- ɬ ³³/e + v ʑ ⁵⁵/ʌ	partial tib	19574	
1670	Zhaba	the mosquito	pho³³mɛ⁵⁵	pho³³mɛ⁵⁵	pʰ ³³/o m ⁵⁵/ɛ		3578	3468	pʰ ³³/o m ⁵⁵/ɛ - - -		21387	
1671	Zhaba	the mountain	ʐɿ¹³	ʐɿ¹³	ʐ ¹³/ɿ	_3584	3584	121	ʐ ¹³/ɿ	tib	21131	
1672	Zhaba	the mouse or rat	ʐa³³pha⁵⁵	ʐa³³pha⁵⁵	ʐ ³³/a pʰ ⁵⁵/a		3612	2674	ʐ ³³/a pʰ - ⁵⁵/a -		23544	
1673	Zhaba	the mouth	ji¹³	ji¹³	j ¹³/i		3636	2030	j ¹³/i		21170	
1674	Zhaba	the mouth	ne⁵⁵me⁵⁵	ne⁵⁵me⁵⁵	n ⁵⁵/e + m ⁵⁵/e		3645 8390	1276	- n ⁵⁵/e - + m ⁵⁵/e		21780	
1675	Zhaba	the mud	cço⁵⁵	cço⁵⁵	cç ⁵⁵/o		3681	682	cç ⁵⁵/o		21145	
1676	Zhaba	the nail (fingernail or claw)	ja³³dzi⁵⁵	ja³³dzi⁵⁵	j ³³/a + dz ⁵⁵/i		3710 3703	1194	j ³³/a - - + - dz - - - ⁵⁵/i - -		20063	
1677	Zhaba	the name	mẽ¹³	mẽ¹³	m ¹³/ẽ		3730	18	- m - ¹³/ẽ - - -		21580	
1678	Zhaba	the neck	dei⁵⁵	dei⁵⁵	d e ⁵⁵/i		3759	3038	d - - e ⁵⁵/i -		21173	
1679	Zhaba	the needle (for sewing)	vje⁵⁵	vje⁵⁵	v j ⁵⁵/e		7738	2344	- v j ⁵⁵/e - - -		22005	
1680	Zhaba	the nit	sʌ³³tsi⁵⁵	sʌ³³tsi⁵⁵	s ³³/ʌ ts ⁵⁵/i		3841	3466	s ³³/ʌ ts ⁵⁵/i		21385	
1681	Zhaba	the nose	ȵu³³cçu⁵⁵	ȵu³³cçu⁵⁵	ȵ ³³/u + cç ⁵⁵/u		3869 8142	2090	- ȵ - ³³/u + cç ⁵⁵/u		21166	
1682	Zhaba	the otter	tʌ³³ʂi³³	tʌ³³ʂi³³	t ³³/ʌ + ʂ ³³/i		8326 7880	3088	t ³³/ʌ + - ʂ - ³³/i -		25658	
1683	Zhaba	the pig	va⁵⁵	va⁵⁵	v ⁵⁵/a		8572	2092	v - ⁵⁵/a -		21327	
1684	Zhaba	the rain	mo³³ku⁵⁵	mo³³ku⁵⁵	m ³³/o + k ⁵⁵/u		3956 3957	1164	m ³³/o + k ⁵⁵/u		24467	
1685	Zhaba	the rainbow	ndʑa⁵⁵	ndʑa⁵⁵	n dʑ ⁵⁵/a	_3983	3983	94	n dʑ ⁵⁵/a		21118	
1686	Zhaba	the rice plant	mdʐe¹³	mdʐe¹³	m ɖʐ ¹³/e	_4003	4003	4932	m ɖʐ - - - ¹³/e - -	tib	21452	
1687	Zhaba	the rice plant	mbʐe¹³	mbʐe¹³	m b ʐ ¹³/e	_4003	4003	4932	m b ʐ - - ¹³/e - -	tib	21474	
1688	Zhaba	the river	tʌ¹³	tʌ¹³	t ¹³/ʌ		4024	3293	t ¹³/ʌ		21134	
1689	Zhaba	the road	ɟe³³lɛ⁵⁵	ɟe³³lɛ⁵⁵	ɟ ³³/e + l ⁵⁵/ɛ		4047 8093	2017	- ɟ - ³³/e + l - ⁵⁵/ɛ -		21139	
1690	Zhaba	the root	ndʐɿ⁵⁵	ndʐɿ⁵⁵	n ɖʐ ⁵⁵/ɿ		4096	3319	n ɖʐ - ⁵⁵/ɿ		21180	
1691	Zhaba	the rope	ptʂɪ⁵⁵	ptʂɪ⁵⁵	p ʈʂ ⁵⁵/ɪ		4113	10164	p ʈʂ ⁵⁵/ɪ -		21555	
1692	Zhaba	the salt	tshɿ³³	tshɿ³³	tsʰ ³³/ɿ	_4139	4139	4160	tsʰ ³³/ɿ	tib	21155	
1693	Zhaba	the salt	tshɿ³¹	tshɿ³¹	tsʰ ³¹/ɿ	_4139	4139	4160	tsʰ ³¹/ɿ	tib	21156	
1694	Zhaba	the sand	tsi³³ma⁵⁵	tsi³³ma⁵⁵	ts ³³/i m ⁵⁵/a		4162	118	ts - ³³/i m ⁵⁵/a	tib	21142	
1695	Zhaba	the sea	ɟa⁵⁵mtshu⁵⁵	ɟa⁵⁵mtshu⁵⁵	ɟ ⁵⁵/a m tsʰ ⁵⁵/u	_4185	4185	3122	- ɟ ⁵⁵/a m tsʰ - ⁵⁵/u	tib	21137	
1696	Zhaba	the seed	vʑʌ¹³	vʑʌ¹³	v ʑ ¹³/ʌ		4205	4165	- v ʑ - - ¹³/ʌ		21426	
1697	Zhaba	the sheep	gu⁵⁵	gu⁵⁵	g ⁵⁵/u		4244	2119	g ⁵⁵/u		21320	
1698	Zhaba	the shit	cça⁵⁵pa⁵⁵	cça⁵⁵pa⁵⁵	cç ⁵⁵/a p ⁵⁵/a	_4261	4261	544	- cç ⁵⁵/a - p ⁵⁵/a	tib	30657	
1699	Zhaba	the shoulder	ɦo³³lo⁵⁵	ɦo³³lo⁵⁵	ɦ ³³/o + l ⁵⁵/o		4288 7986	2466	- ɦ - ³³/o - - + l ⁵⁵/o		22492	
1700	Zhaba	the sickle	so³³li⁵⁵	so³³li⁵⁵	sʰ ³³/o l ⁵⁵/i		4331	4828	sʰ ³³/o - - l ⁵⁵/i -		21558	
1701	Zhaba	the skin	tʂʌ³³tʂa⁵⁵	tʂʌ³³tʂa⁵⁵	ʈʂ ³³/ʌ ʈʂ ⁵⁵/a		8579	2473	ʈʂ ³³/ʌ ʈʂ ⁵⁵/a		21198	
1702	Zhaba	the sky	khu⁵⁵	khu⁵⁵	kʰ ⁵⁵/u		4382	2006	kʰ ⁵⁵/u		21110	
1703	Zhaba	the smoke	khə⁵⁵li³³	khə⁵⁵li³³	kʰ ⁵⁵/ə + l ³³/i		4403 8262	68	- - kʰ ⁵⁵/ə - - - - - + l ³³/i		21127	
1704	Zhaba	the snake	tʂʌ³³ (p) tʂɿ⁵⁵|	tʂʌ³³ (p) tʂɿ⁵⁵|	ʈʂ ³³/ʌ + p ʈʂ ⁵⁵/ɿ		8193 7814	70	ʈʂ ³³/ʌ + - p - ʈʂ ⁵⁵/ɿ - -		21376	
1705	Zhaba	the snow	vʑi¹³	vʑi¹³	v ʑ ¹³/i		4465	2009	- v ʑ ¹³/i -		21119	
1706	Zhaba	the son	zɿ¹³pʌ³³ɟʌ⁵⁵	zɿ¹³pʌ³³ɟʌ⁵⁵	z ¹³/ɿ + p ³³/ʌ + ɟ ⁵⁵/ʌ		4481 8012 8013	2096	z - ¹³/ɿ + p ³³/ʌ - + ɟ ⁵⁵/ʌ		21283	
1707	Zhaba	the sparrow	və⁵⁵zə⁵⁵	və⁵⁵zə⁵⁵	v ⁵⁵/ə + z ⁵⁵/ə		4508 4505	3599	v - ⁵⁵/ə - - + z - ⁵⁵/ə		21365	
1708	Zhaba	the spider	ka³³ʐa⁵⁵mi³³	ka³³ʐa⁵⁵mi³³	k ³³/a ʐ ⁵⁵/a + m ³³/i		4532 8509	3469	k ³³/a ʐ ⁵⁵/a - - - + m ³³/i		21388	
1709	Zhaba	the star	ʂtʂə⁵⁵	ʂtʂə⁵⁵	ʂ ʈʂ ⁵⁵/ə		4551	1073	ʂ - - ʈʂ - - ⁵⁵/ə - -		21113	
1710	Zhaba	the stick	go⁵⁵pi⁵⁵	go⁵⁵pi⁵⁵	g ⁵⁵/o p ⁵⁵/i		4586	2235	g ⁵⁵/o p ⁵⁵/i		21541	
1711	Zhaba	the stick	go³³pi⁵⁵	go³³pi⁵⁵	g ³³/o p ⁵⁵/i		4586	2235	g ³³/o p ⁵⁵/i		21542	
1712	Zhaba	the stone (a piece of)	je⁵⁵po⁵⁵	je⁵⁵po⁵⁵	j ⁵⁵/e + p ⁵⁵/o		4612 8117	3594	j ⁵⁵/e + p ⁵⁵/o		30681	
1713	Zhaba	the sun	ȵʌ⁵⁵mi⁵⁵	ȵʌ⁵⁵mi⁵⁵	ȵ ⁵⁵/ʌ m ⁵⁵/i	_4630	4630	83	ȵ ⁵⁵/ʌ m ⁵⁵/i	tib	21111	
1714	Zhaba	the tail	(ʂ) ȵʌ⁵⁵pʌ⁵⁵ti³³	(ʂ) ȵʌ⁵⁵pʌ⁵⁵ti³³	ʂ ȵ ⁵⁵/ʌ + p ⁵⁵/ʌ t ³³/i		4652 4659	84	ʂ ȵ - - ⁵⁵/ʌ - - + p ⁵⁵/ʌ t ³³/i		22491	
