ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	BORROWING	ID_IN_SOURCE	NOTE	SUBGROUP
1559	Zhaba	good	lɪ⁵⁵lɪ⁵⁵	lɪ⁵⁵lɪ⁵⁵	l ⁵⁵/ɪ l ⁵⁵/ɪ		623	2302	l ⁵⁵/ɪ l ⁵⁵/ɪ		21823		Qiangic
1826	Mbarkhams Situ	good	kə hou	kə hou	k ə + h o u	612 _628	612 628	998	k ə + h o u	chn	18051		rGyalrongic
2076	Kangding Minyag	good	si⁵⁵βə⁵³	si⁵⁵βə⁵³	s ⁵⁵/i β ⁵³/ə		614	0	s ⁵⁵/i β ⁵³/ə		23062		Qiangic
2450	Pengbuxi Minyag	good	1sivə	1sivə	s i v ¹/ə		614	0	s i v ¹/ə				Qiangic
2642	Old Burmese	good	ko₂ṅḥ	ko₂ṅḥ	k ²/o ŋ ɦ		617	1060	- - - k ²/o ŋ ɦ		31072		Burmish
2884	Xinlong Queyu	good	qa⁵⁵tɕhi⁵⁵	qa⁵⁵tɕhi⁵⁵	q ⁵⁵/a tɕʰ ⁵⁵/i		619	0	q ⁵⁵/a tɕʰ ⁵⁵/i		20649		Qiangic
3219	Pubarong Queyu	good	tʰəkō	tʰəko	tʰ ə k ō/o		617	0	- tʰ ə k ō/o - -				Qiangic
3416	Siyuewu Khroskyabs	good	tsʰæ̂ʁ	tsʰæ̂ʁ	tsʰ æ̂/æ ʁ		620	0	tsʰ æ̂/æ ʁ		38827		Rgyalrongic
3732	Bragbar Situ	good	bdɐ̂	bdɐ̂	b d ɐ̂/ɐ		606	0	b d ɐ̂/ɐ				Rgyalrongic
4022	Geshiza	good	a̯jær	a̯jær	a̯ j æ r		607	0	a̯ j æ r				Rgyalrongic
4141	Geshiza	good	ŋi	ŋi	ŋ i		621	0	ŋ i				Rgyalrongic
4348	Guanyinqiao Khroskyabs	good	tsʰɑ⁵³	tsʰɑ⁵³	tsʰ ⁵³/ɑ		620	0	tsʰ ⁵³/ɑ -				Rgyalrongic
4751	Njorogs Khroskyabs	good	la⁵⁵	la⁵⁵	l ⁵⁵/a		623	0	l ⁵⁵/a - -				Rgyalrongic
5152	Tshobdun	good	rkaŋ	rkaŋ	r k a ŋ		617	0	r - - k a ŋ -				Rgyalrongic
5189	Tshobdun	good	sneʔ	sneʔ	s n e ʔ		610	0	s n e ʔ				Rgyalrongic
5234	Tshobdun	good	vde	vde	v d e	_606	606	0	v d e	tib			Rgyalrongic
5329	Ngyaltsu Zbu	good	kɐ-qhrɐ̂	kɐ-qhrɐ̂	k ɐ + qʰ r ɐ̂/ɐ		612 615	0	k ɐ + qʰ r ɐ̂/ɐ				Rgyalrongic
5382	Ngyaltsu Zbu	good	kə-ⁿɟɐ́ʁ	kə-ⁿɟɐ́ʁ	k ə + ⁿɟ ɐ́/ɐ ʁ		612 7793	0	k ə + ⁿɟ ɐ́/ɐ ʁ				Rgyalrongic
5396	Ngyaltsu Zbu	good	kə-χô	kə-χô	k ə + χ ô/o	612 _628	612 628	0	k ə + χ ô/o -	chn			Rgyalrongic
5609	Zlarong	good	e31mi53	e31mi53	³¹/e m ⁵³/i		624	0	³¹/e m ⁵³/i				Chamdoic
5733	Zlarong	good	pə55ta55	pə55ta55	p ⁵⁵/ə t ⁵⁵/a		627	0	p ⁵⁵/ə t ⁵⁵/a				Chamdoic
5868	Kyomkyo Situ	good	kəbde	kəbde	k ə + b d e	612 _606	612 606	0	k ə + b d e	tib			Rgyalrongic
5869	Kyomkyo Situ	good	kəsnaʔ	kəsnaʔ	k ə + s n a ʔ		612 610	0	k ə + s n a ʔ				Rgyalrongic
6532	Mazur Stau	good	ŋe	ŋe	ŋ e		621	0	ŋ e				Rgyalrongic
6874	Siyuewu Khroskyabs	good	ʁjǽr	ʁjǽr	ʁ j ǽ/æ r		607	0	ʁ j ǽ/æ r				Rgyalrongic
6875	Wobzi Khroskyabs	good	ʁjǽr	ʁjǽr	ʁ j ǽ/æ r		607	0	ʁ j ǽ/æ r				rGyalrongic
6934	Yaoji Situ	good	kə³³la⁵⁵	kə³³la⁵⁵	k ə ³³ l a ⁵⁵								Rgyalrongic
7215	Cogtse Situ	good	kǝ-haw	kǝ-haw	k ǝ h a w					ch.			Rgyalrongic
7498	Njorogs Khroskyabs	good	la⁵⁵	la⁵⁵	l a ⁵⁵					situ la			Rgyalrongic
7867	mBrongrdzon Khroskyabs	good	ɟaʔ	ɟaʔ	ɟ a ʔ								Rgyalrongic
8045	Bawang Horpa	good	ʁjər	ʁjər	ʁ j ə r								Rgyalrongic
8046	Bawang Horpa	good	χəw	χəw	χ ə w					Chn. hǎo			Rgyalrongic
8352	Situ in Jarongyiyu	good	sna	sna	s n a								Rgyalrongic
8506	Shimuliu Japhug	good	kə-sna	kə-sna	k ə s n a								Rgyalrongic
8507	Shimuliu Japhug	good	kə-pɐj	kə-pɐj	k ə p ɐ j								Rgyalrongic
295	Stau	green	sŋur ma	sŋur ma	s ŋ u r m a	_644	644	1098	s ŋ u r m a	tib	19805		rGyalrongic
296	Stau	green	rŋə rŋə	rŋə rŋə	r ŋ ə r ŋ ə		646	1098	r ŋ ə - - r ŋ - ə - - - - - - -		19309		rGyalrongic
568	Japhug	green	arŋi	arŋi	a r ŋ i		646	1098	- - - - a r ŋ - i - - - - - - -		4076		rGyalrongic
938	Tangut	green	ŋwər¹	ŋwər¹	ŋ w ¹/ə r		646	1098	- - - - - - ŋ w ¹/ə - r - - - - -		4080		Tangut
1264	Wobzi Khroskyabs	green	rŋə̂	rŋə̂	r ŋ ə̂/ə		646	1098	- - - - - r ŋ - ə̂/ə - - - - - - -		31629		rGyalrongic
1560	Zhaba	green	dʑᴜ³³ nkhu⁵⁵	dʑᴜ³³ nkhu⁵⁵	dʑ ³³/ʊ n kʰ ⁵⁵/u	_659	659	3262	- dʑ ³³/ʊ n - kʰ ⁵⁵/u -	tib	23811		Qiangic
1827	Mbarkhams Situ	green	ldʒɐl kə	ldʒɐl kə	l dʒ ɐ l k ə	_659	659	3142	l dʒ ɐ - l k ə -	tib	18025		rGyalrongic
2077	Kangding Minyag	green	dʑɑ̃³³khu⁵³	dʑɑ̃³³khu⁵³	dʑ ³³/ɑ̃ kʰ ⁵³/u	_659	659	0	- dʑ ³³/ɑ̃ - - kʰ ⁵³/u -	tib	23959		Qiangic
2533	Pengbuxi Minyag	green	2dʑæŋkhu	2dʑæŋkhu	dʑ æ ŋ kʰ ²/u	_659	659	0	- dʑ æ ŋ - kʰ ²/u -	tib			Qiangic
2643	Old Burmese	green	cimḥ	cimḥ	c i m ɦ		656	1080	c i m ɦ		31073		Burmish
2644	Old Burmese	green	ññuiv	ññuiv	ññ/ȵ u i v		646	1098	- - - - - - ññ/ȵ - u i - v - - - -		31074		Burmish
2885	Xinlong Queyu	green	n̥ɯ⁵⁵n̥ɯ³³	n̥ɯ⁵⁵n̥ɯ³³	n̥ ⁵⁵/ɯ n̥ ³³/ɯ		646	0	- - - - - - n̥ - ⁵⁵/ɯ - - - - - n̥ ³³/ɯ		20617		Qiangic
3177	Pubarong Queyu	green	n̥ən̥ə	n̥ən̥ə	n̥ ə n̥ ə		646	0	- - - - - - n̥ - ə - - - - - n̥ ə				Qiangic
3417	Siyuewu Khroskyabs	green	vŋə́d	vŋə́d	v ŋ ə́/ə d		646	0	- - - v - - ŋ - ə́/ə - - - d - - -		38828		Rgyalrongic
3733	Bragbar Situ	green	tə-jnɐ-mdɐ̄k	tə-jnɐ-mdɐ̄k	t ə + j n ɐ + m d ɐ̄/ɐ k	641 642 _643	641 642 643	0	t ə + j n ɐ + m d ɐ̄/ɐ - k	partial tib: mdog			Rgyalrongic
4183	Geshiza	green	rŋə	rŋə	r ŋ ə		646	0	- - - - - r ŋ - ə - - - - - - -				Rgyalrongic
4349	Guanyinqiao Khroskyabs	green	ldʑə⁵⁵kəɣ³³	ldʑə⁵⁵kəɣ³³	l dʑ ⁵⁵/ə k ³³/ə ɣ	_659	659	0	l dʑ ⁵⁵/ə - - k ³³/ə ɣ	tib			Rgyalrongic
4850	Njorogs Khroskyabs	green	rdʑem³³ku⁵³	rdʑem³³ku⁵³	r dʑ ³³/e m k ⁵³/u	_659	659	0	r dʑ ³³/e m - k ⁵³/u -	tib			Rgyalrongic
5288	Ngyaltsu Zbu	green	k-ɐrŋwiʔ	k-ɐrŋwiʔ	k ɐ + r ŋ w í/i ʔ		651 646	0	k - ɐ + - - - - - r ŋ w í/i - - - - ʔ - -				Rgyalrongic
5728	Zlarong	green	ŋu55ŋi53	ŋu55ŋi53	ŋ ⁵⁵/u ŋ ⁵³/i		646	0	- - - - - - ŋ - ⁵⁵/u - - - - - ŋ ⁵³/i				Chamdoic
5870	Kyomkyo Situ	green	rɟaŋkə	rɟaŋkə	r ɟ a ŋ k ə	_659	659	0	r ɟ a ŋ - k ə -	tib			Rgyalrongic
5871	Kyomkyo Situ	green	wəmdoʔk	wəmdoʔk	w ə + m d o ʔ k	8289 _643	8289 643	0	w ə + m d o ʔ k	tib			Rgyalrongic
6533	Mazur Stau	green	rŋə	rŋə	r ŋ ə		646	0	- - - - - r ŋ - ə - - - - - - -				Rgyalrongic
7096	Yaoji Situ	green	toŋ³³ʐu⁵⁵	toŋ³³ʐu⁵⁵	t o ŋ ³³ ʐ u ⁵⁵								Rgyalrongic
7321	Cogtse Situ	green	mdʒamkǝ2	mdʒamkǝ2	m d ʒ a m k ǝ 2					tib. ljang.ku			Rgyalrongic
7611	Njorogs Khroskyabs	green	ldʑem³³ku⁵³	ldʑem³³ku⁵³	l d ʑ e m ³³ k u ⁵³					tib. ljang.khu			Rgyalrongic
7935	mBrongrdzon Khroskyabs	green	ʁrŋə	ʁrŋə	ʁ r ŋ ə								Rgyalrongic
8047	Bawang Horpa	green	tʃʰɔŋlu mdɔŋ	tʃʰɔŋlu_mdɔŋ	t ʃʰ ɔ ŋ l u _ m d ɔ ŋ								Rgyalrongic
8353	Situ in Jarongyiyu	green	stɕaŋ-ku-kipa	stɕaŋ-ku-kipa	s t ɕ a ŋ k u k i p a					Tib. ldʑaŋ.kʰu			Rgyalrongic
8508	Shimuliu Japhug	green	ldʒɐ-ⁿku	ldʒɐ-ⁿku	l d ʒ ɐ ⁿk u					Tib. ldʑaŋ.kʰu			Rgyalrongic
30	Bantawa	hard	cʰakma (cʰakta)	cʰakma (cʰakta)	cʰ a k m a + cʰ a k t a		671 672	0	cʰ a k m a + cʰ a k t a				Kiranti
298	Stau	hard	rgi rgi	rgi rgi	r g i r g i		675	341	- - r g i - - - r g i		19332		rGyalrongic
569	Japhug	hard	rko	rko	r k o		675	341	- - r k o - - - - - -		25789		rGyalrongic
939	Tangut	hard	.jijr 1.74	.jijr 1.74	ʔ j i j r		675	341	ʔ j i j r		38025		Tangut
1265	Wobzi Khroskyabs	hard	rɣe	rɣe	r ɣ ê/e		675	341	- - r ɣ ê/e - - - - - -		31633		rGyalrongic
1561	Zhaba	hard	kha³³kha⁵⁵	kha³³kha⁵⁵	kʰ ³³/a kʰ ⁵⁵/a		682	2299	- kʰ - ³³/a - - kʰ - ⁵⁵/a -		21806		Qiangic
1828	Mbarkhams Situ	hard	kə rko	kə rko	k ə + r k o		674 675	341	k ə + - - r k o - - - - - -		18042		rGyalrongic
2078	Kangding Minyag	hard	ɴGua³³ɴGua⁵³	ɴGua³³ɴGua⁵³	ɴ ɢ u ³³/a ɴ ɢ u ⁵³/a		682	0	ɴ ɢ u ³³/a - ɴ ɢ u ⁵³/a -		23043		Qiangic
2573	Pengbuxi Minyag	hard	2ɴɢæɴɢæ	2ɴɢæɴɢæ	ɴ ɢ æ ɴ ɢ ²/æ		682	0	ɴ ɢ - æ - ɴ ɢ - ²/æ -				Qiangic
2645	Old Burmese	hard	mā	ma	m ā/a		677	1216	m ā/a		31075		Burmish
2886	Xinlong Queyu	hard	qɯ⁵⁵qɯ³³	qɯ⁵⁵qɯ³³	q ⁵⁵/ɯ q ³³/ɯ		682	0	- q - ⁵⁵/ɯ - - q - ³³/ɯ -		20638		Qiangic
3282	Pubarong Queyu	hard	qãɪqãɪ	qãɪqãɪ	q ã ɪ q ã̄/ã ɪ		682	0	- q - ã ɪ - q - ã̄/ã ɪ				Qiangic
3418	Siyuewu Khroskyabs	hard	rɣe	rɣe	r ɣ ê/e		675	0	- - r ɣ ê/e - - - - - -		38829		Rgyalrongic
3734	Bragbar Situ	hard	ŋkhrâŋ	ŋkhrâŋ	ŋ kʰ r â/a ŋ		673	0	ŋ kʰ r â/a - ŋ				Rgyalrongic
4170	Geshiza	hard	rgi	rgi	r g i		675	0	- - r g i - - - - - -				Rgyalrongic
4350	Guanyinqiao Khroskyabs	hard	rqo⁵⁵	rqo⁵⁵	r q ⁵⁵/o		675	0	- - r q ⁵⁵/o - - - - - -				Rgyalrongic
4809	Njorogs Khroskyabs	hard	nkʰraʔŋ⁵⁵	nkʰraʔŋ⁵⁵	n kʰ r ⁵⁵/a ʔ ŋ		673	0	n kʰ r ⁵⁵/a ʔ ŋ				Rgyalrongic
5383	Ngyaltsu Zbu	hard	kə-ⁿkɐ́ʔ	kə-ⁿkɐ́ʔ	k ə + ⁿk ɐ́/ɐ ʔ		674 682	0	k ə + - ⁿk - ɐ́/ɐ ʔ - - - - -				Rgyalrongic
5425	Ngyaltsu Zbu	hard	nɢɐ́ʔ	nɢɐ́ʔ	n ⁿɢ ɐ́/ɐ ʔ		675	0	n - - ⁿɢ ɐ́/ɐ - - ʔ - - -				Rgyalrongic
5722	Zlarong	hard	ŋɡɛ55e55	ŋɡɛ55e55	ŋ g ⁵⁵/ɛ ⁵⁵/e		682	0	ŋ g - ⁵⁵/ɛ ⁵⁵/e - - - - -				Chamdoic
5872	Kyomkyo Situ	hard	kərko	kərko	k ə + r k o		674 675	0	k ə + - - r k o - - - - - -				Rgyalrongic
6534	Mazur Stau	hard	rɡi	rɡi	r ɡ i		675	0	- - r ɡ i - - - - - -				Rgyalrongic
6950	Yaoji Situ	hard	kə³³rkɔ⁵⁵	kə³³rkɔ⁵⁵	k ə ³³ r k ɔ ⁵⁵								Rgyalrongic
7388	Cogtse Situ	hard	kǝ-rko2	kǝ-rko2	k ǝ r k o 2								Rgyalrongic
7686	Njorogs Khroskyabs	hard	nkʰraʔŋ⁵⁵	nkʰraʔŋ⁵⁵	n kʰ r a ʔ ŋ ⁵⁵								Rgyalrongic
7998	mBrongrdzon Khroskyabs	hard	rɣeʔ	rɣeʔ	r ɣ e ʔ								Rgyalrongic
8048	Bawang Horpa	hard	rgi	rgi	r g i								Rgyalrongic
8509	Shimuliu Japhug	hard	kə-rko	kə-rko	k ə r k o								Rgyalrongic
70	Bantawa	heavy	gəhək	gəhək	g ə h ə k		700	0	g ə h ə k				Kiranti
299	Stau	heavy	gɛ nɮə	gɛ nɮə	g ɛ + n ɮ ə		7904 703	10379	g ɛ + - n - ɮ - ə - - - - - -		19833		rGyalrongic
570	Japhug	heavy	rʑi	rʑi	r ʑ i		703	10379	r - - ʑ - i - - - - - -		4500		rGyalrongic
940	Tangut	heavy	ljɨɨ	ljɨɨ	l j ɨː		703	10379	- - - l j ɨː - - - - - -		37974		Tangut
1266	Wobzi Khroskyabs	heavy	rdə̂	rdə̂	r d ə̂/ə		703	10379	r - - d - ə̂/ə - - - - - -		31638		rGyalrongic
1562	Zhaba	heavy	lo⁵⁵lo⁵⁵	lo⁵⁵lo⁵⁵	l ⁵⁵/o l ⁵⁵/o		703	2294	- - - l - ⁵⁵/o - - - - l ⁵⁵/o		21789		Qiangic
1829	Mbarkhams Situ	heavy	kə li	kə li	k ə + l i		702 703	10379	k ə + - - - l - i - - - - - -		18029		rGyalrongic
2079	Kangding Minyag	heavy	ɣə³³ɣə⁵³	ɣə³³ɣə⁵³	ɣ ³³/ə ɣ ⁵³/ə		703	0	- - - ɣ - ³³/ə - - - - ɣ ⁵³/ə		23029		Qiangic
2329	Pengbuxi Minyag	heavy	1ɣəɣə	1ɣəɣə	ɣ ə ɣ ¹/ə		703	0	- - - ɣ - ə - - - - ɣ ¹/ə				Qiangic
2646	Old Burmese	heavy	liyḥ	liyḥ	l i y ɦ		703	10379	- - - l - i y ɦ - - - -		31076		Burmish
2887	Xinlong Queyu	heavy	qa⁵⁵rlə⁵⁵	qa⁵⁵rlə⁵⁵	q ⁵⁵/a + r l ⁵⁵/ə		8393 703	0	q ⁵⁵/a + r - - l - ⁵⁵/ə - - - - - -		20622		Qiangic
3283	Pubarong Queyu	heavy	ləglə̄	ləglə	l ə g l ə̄/ə		703	0	- - - l - ə - - - g l ə̄/ə				Qiangic
3419	Siyuewu Khroskyabs	heavy	rdə̂d	rdə̂d	r d ə̂/ə d		703	0	r - - d - ə̂/ə - - d - - -		38832		Rgyalrongic
3736	Bragbar Situ	heavy	di	di	d î/i		703	0	- - - d - î/i - - - - - -				Rgyalrongic
4071	Geshiza	heavy	ldə	ldə	l d ə		703	0	- - l d - ə - - - - - -				Rgyalrongic
4351	Guanyinqiao Khroskyabs	heavy	ʁrdə⁵³	ʁrdə⁵³	ʁ + r d ⁵³/ə		8393 703	0	ʁ - + r - - d - ⁵³/ə - - - - - -				Rgyalrongic
4896	Njorogs Khroskyabs	heavy	ʁrdit⁵⁵	ʁrdit⁵⁵	ʁ + r d i ⁵⁵/t		8393 703	0	ʁ - + r - - d - i - - ⁵⁵/t - - -				Rgyalrongic
5150	Tshobdun	heavy	rɟi	rɟi	r ɟ i		703	0	r - - ɟ - i - - - - - -				Rgyalrongic
5389	Ngyaltsu Zbu	heavy	kə-rɟə́ʔ	kə-rɟə́ʔ	k ə + r ɟ ə́/ə ʔ		702 703	0	k ə + r - - ɟ - ə́/ə - - ʔ - - -				Rgyalrongic
5613	Zlarong	heavy	ɣɨ31tə55	ɣɨ31tə55	ɣ ³¹/ɨ + t ⁵⁵/ə		703 8017	0	- - - ɣ - ³¹/ɨ - - - - - - + t ⁵⁵/ə				Chamdoic
5873	Kyomkyo Situ	heavy	kədu	kədu	k ə + d u		702 703	0	k ə + - - - d - u - - - - - -				Rgyalrongic
6535	Mazur Stau	heavy	nɮə	nɮə	n ɮ ə		703	0	- n - ɮ - ə - - - - - -				Rgyalrongic
6968	Yaoji Situ	heavy	kə⁵⁵le⁵⁵	kə⁵⁵le⁵⁵	k ə ⁵⁵ l e ⁵⁵								Rgyalrongic
7238	Cogtse Situ	heavy	kǝ-li2	kǝ-li2	k ǝ l i 2								Rgyalrongic
7524	Njorogs Khroskyabs	heavy	ʁrdit⁵⁵	ʁrdit⁵⁵	ʁ r d i t ⁵⁵								Rgyalrongic
7777	mBrongrdzon Khroskyabs	heavy	ʁrdətʔ	ʁrdətʔ	ʁ r d ə t ʔ								Rgyalrongic
8049	Bawang Horpa	heavy	jdə	jdə	j d ə								Rgyalrongic
8354	Situ in Jarongyiyu	heavy	ki-lig	ki-lig	k i l i g								Rgyalrongic
8510	Shimuliu Japhug	heavy	kə-rʒi	kə-rʒi	k ə r ʒ i								Rgyalrongic
199	Bantawa	here	otni	otni	o t n i		725	0	o t n i				Kiranti
300	Stau	here	ɛ de qhɛ	ɛ de qhɛ	ɛ + d e + qʰ ɛ		728 7800 7801	1864	ɛ + d e + qʰ ɛ - -		19240		rGyalrongic
571	Japhug	here	kɯre	kɯre	k ɯ r e		739	1867	k ɯ r e		4553		rGyalrongic
1267	Wobzi Khroskyabs	here	cə̂gə	cə̂gə	c ə̂/ə + g ə		730 7797	5067	c ə̂/ə + g ə		31639		rGyalrongic
1563	Zhaba	here	kᴜ³³ ŋᴜ⁵⁵	kᴜ³³ ŋᴜ⁵⁵	k ³³/ʊ + ŋ ⁵⁵/ʊ		739 740	4601	k ³³/ʊ - - + ŋ ⁵⁵/ʊ		21736		Qiangic
1564	Zhaba	here	kᴜ³³ khə⁵⁵	kᴜ³³ khə⁵⁵	k ³³/ʊ + kʰ ⁵⁵/ə		739 734	4601	k ³³/ʊ - - + - kʰ ⁵⁵/ə		21737		Qiangic
1830	Mbarkhams Situ	here	ʃtəi	ʃtəi	ʃ t ə i		732	3989	ʃ t ə i		17984		rGyalrongic
2080	Kangding Minyag	here	ɐ³³ khɐ⁵³	ɐ³³ khɐ⁵³	³³/ɐ kʰ ⁵³/ɐ		734	0	³³/ɐ kʰ ⁵³/ɐ		22970		Qiangic
2514	Pengbuxi Minyag	here	1ʌkhʌ	1ʌkhʌ	ʌ kʰ ¹/ʌ		734	0	ʌ kʰ ¹/ʌ				Qiangic
2647	Old Burmese	here	sañ◦to₁ṅ	sañ◦to₁ṅ	s a ɲ + t o₁/o ŋ		737 738	3927	s a ɲ + t o₁/o ŋ		31077		Burmish
2888	Xinlong Queyu	here	tʃi⁵⁵ kɯ⁵⁵	tʃi⁵⁵ kɯ⁵⁵	tʃ ⁵⁵/i + k ⁵⁵/ɯ		727 7804	0	tʃ ⁵⁵/i + k ⁵⁵/ɯ - -		20570		Qiangic
3284	Pubarong Queyu	here	kə̄tʰə	kətʰə	k ə̄/ə + tʰ ə		739 7798	0	k ə̄/ə - - + tʰ ə				Qiangic
3420	Siyuewu Khroskyabs	here	cə̂gə	cə̂gə	c ə̂/ə + g ə		730 7797	0	c ə̂/ə + g ə		38833		Rgyalrongic
3737	Bragbar Situ	here	ˈtə-tɕɐ	ˈtə-tɕɐ	t ə + tɕ ɐ		726 727	0	t ə + tɕ ɐ				Rgyalrongic
4352	Guanyinqiao Khroskyabs	here	cçə⁵³gə³³	cçə⁵³gə³³	cç ⁵³/ə + g ³³/ə		730 7797	0	cç ⁵³/ə + g ³³/ə				Rgyalrongic
4353	Guanyinqiao Khroskyabs	here	cçə⁵³ʁɑ³³	cçə⁵³ʁɑ³³	cç ⁵³/ə + ʁ ³³/ɑ		730 7799	0	cç ⁵³/ə + ʁ ³³/ɑ				Rgyalrongic
4683	Njorogs Khroskyabs	here	ci⁵⁵to⁵⁵	ci⁵⁵to⁵⁵	c ⁵⁵/i + t ⁵⁵/o		730 7805	0	c ⁵⁵/i + t ⁵⁵/o				Rgyalrongic
5039	Tshobdun	here	kʰə́kʰo	kʰə́kʰo	kʰ ə́/ə + kʰ o		7803 734	0	kʰ ə́/ə + - kʰ o				Rgyalrongic
5276	Ngyaltsu Zbu	here	ɐkhóʔ	ɐkhóʔ	ɐ kʰ ó/o ʔ		735	0	ɐ kʰ ó/o ʔ				Rgyalrongic
5593	Zlarong	here	ã55na31	ã55na31	⁵⁵/ã n ³¹/a		741	0	⁵⁵/ã n ³¹/a				Chamdoic
5874	Kyomkyo Situ	here	tʃe	tʃe	tʃ e		727	0	tʃ e				Rgyalrongic
7102	Yaoji Situ	here	tʂə⁵⁵tej⁵⁵	tʂə⁵⁵tej⁵⁵	t ʂ ə ⁵⁵ t e j ⁵⁵								Rgyalrongic
7143	Cogtse Situ	here	ʃti	ʃti	ʃ t i								Rgyalrongic
7418	Njorogs Khroskyabs	here	cçi⁵⁵to⁵⁵	cçi⁵⁵to⁵⁵	c ç i ⁵⁵ t o ⁵⁵								Rgyalrongic
7817	mBrongrdzon Khroskyabs	here	cə-gəʔ	cə-gəʔ	c ə g ə ʔ								Rgyalrongic
8050	Bawang Horpa	here	tʃʰo	tʃʰo	t ʃʰ o								Rgyalrongic
8511	Shimuliu Japhug	here	kə-tʃu	kə-tʃu	k ə t ʃ u								Rgyalrongic
100	Bantawa	high / tall	ɨkiwaŋ	ɨkiwaŋ	ɨ k i w a ŋ		760	0	ɨ k i w a ŋ				Kiranti
106	Bantawa	high / tall	jhonma (jhonta)	jhonma (jhonta)	dzʱ o n m a + dzʱ o n t a		771 772	0	dzʱ o n m a + dzʱ o n t a				Kiranti
301	Stau	high / tall	gɛ mthu	gɛ mthu	g ɛ + m tʰ u	762 _763	762 763	139	( g ɛ ) + m tʰ u - - -	tib	19262		rGyalrongic
302	Stau	high / tall	gɛ chɛ	gɛ chɛ	g ɛ + cʰ ɛ		762 773	1351	( g ɛ ) + cʰ ɛ		19263		rGyalrongic
572	Japhug	high / tall	mbro	mbro	ᵐb r o		761	896	- ᵐb r o - - - - -		25824		rGyalrongic
941	Tangut	high / tall	bjij	bjij	b j i j		761	896	- b j i j - - - -		37999		Tangut
1268	Wobzi Khroskyabs	high / tall	æ-bre	æ-bre	æ + b r ê/e		768 761	896	æ + - b r ê/e - - - - -		31641		rGyalrongic
1565	Zhaba	high / tall	ndʐo⁵⁵ndʐo⁵⁵	ndʐo⁵⁵ndʐo⁵⁵	n ɖʐ ⁵⁵/o n ɖʐ ⁵⁵/o		761	896	n ɖʐ ⁵⁵/o - - - n ɖʐ ⁵⁵/o		21754		Qiangic
1831	Mbarkhams Situ	high / tall	kə mbro	kə mbro	k ə + ᵐb r o		7911 761	896	k ə + - ᵐb r o - - - - -		17998		rGyalrongic
2081	Kangding Minyag	high / tall	thø̃³³thø⁵³	thø̃³³thø⁵³	tʰ ³³/ø̃ tʰ ⁵³/ø	_763	763	0	- tʰ ³³/ø̃ - tʰ ⁵³/ø	tib	22988		Qiangic
2594	Pengbuxi Minyag	high / tall	2thønthø	2thønthø	tʰ ø n tʰ ²/ø	_763	763	0	- tʰ ø n tʰ ²/ø	tib			Qiangic
2648	Old Burmese	high / tall	mraṅʔ	mraṅʔ	m r a ŋ ʔ		761	896	- m r a - ŋ ʔ - -		31078		Burmish
2889	Xinlong Queyu	high / tall	mthy³³mthy⁵⁵	mthy³³mthy⁵⁵	m tʰ ³³/y m tʰ ⁵⁵/y	_763	763	0	m tʰ ³³/y m tʰ ⁵⁵/y	tib	22402		Qiangic
3286	Pubarong Queyu	high / tall	tʰumtʰū	tʰumtʰu	tʰ u m tʰ ū/u	_763	763	0	- tʰ u m tʰ ū/u	tib			Qiangic
3421	Siyuewu Khroskyabs	high / tall	bre	bre	b r ê/e		761	0	- b r ê/e - - - - -		38834		Rgyalrongic
3738	Bragbar Situ	high / tall	mbrô	mbrô	ᵐb r ô/o		761	0	- ᵐb r ô/o - - - - -				Rgyalrongic
4039	Geshiza	high / tall	bji	bji	b j i		761	0	- b j i - - - - -				Rgyalrongic
4354	Guanyinqiao Khroskyabs	high / tall	bre⁵³	bre⁵³	b r ⁵³/e		761	0	- b r ⁵³/e - - - - -				Rgyalrongic
4677	Njorogs Khroskyabs	high / tall	bro⁵⁵	bro⁵⁵	b r ⁵⁵/o		761	0	- b r ⁵⁵/o - - - - -				Rgyalrongic
5017	Tshobdun	high / tall	jɐnʔ	jɐnʔ	j ɐ n ʔ		767	0	j ɐ n ʔ				Rgyalrongic
5080	Tshobdun	high / tall	ⁿbriʔ	ⁿbriʔ	ⁿb r i ʔ		761	0	- ⁿb r i - - ʔ - -				Rgyalrongic
5408	Ngyaltsu Zbu	high / tall	kɯ-nbrɑ́ʔ	kɯ-nbrɑ́ʔ	k ɯ + ⁿb r ɑ́/ɑ ʔ		7911 761	0	k ɯ + - ⁿb r ɑ́/ɑ - - ʔ - -				Rgyalrongic
5792	Zlarong	high / tall	thu31wo55	thu31wo55	tʰ ³¹/u + w ⁵⁵/o	_763 _8048	763 8048	0	- tʰ ³¹/u - - - + w ⁵⁵/o	tib			Chamdoic
5875	Kyomkyo Situ	high / tall	kəmbro	kəmbro	k ə + ᵐb r o		7911 761	0	k ə + - ᵐb r o - - - - -				Rgyalrongic
6536	Mazur Stau	high / tall	mtʰu	mtʰu	m tʰ u	_763	763	0	m tʰ u - - -	tib			Rgyalrongic
6938	Yaoji Situ	high / tall	kə³³nbro⁵⁵	kə³³nbro⁵⁵	k ə ³³ n b r o ⁵⁵								Rgyalrongic
7267	Cogtse Situ	high / tall	kǝ-mbro2	kǝ-mbro2	k ǝ m b r o 2								Rgyalrongic
