ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
3350	SiyuewuKhroskyabs	red	mnə̂ɣ	mnə̂ɣ	m + n ə̂/ə + ɣ		8299 1389 8476
3666	BragbarSitu	red	vərnie	vərnie	v ə + r + n i ê/e		8298 8475 1389
4033	Geshiza	red	ɲji	ɲji	ɲ j i		1389
4269	GuanyinqiaoKhroskyabs	red	mnəɣ⁵³	mnəɣ⁵³	m + n ⁵³/ə + ɣ		8299 1389 8476
4646	NjorogsKhroskyabs	red	mnik⁵⁵	mnik⁵⁵	m + n ⁵⁵/i + k		8299 1389 8476
5098	Tshobdun	red	wɐrneʔ	wɐrneʔ	w ɐ + r + n e ʔ		8298 8475 1389
5263	NgyaltsuZbu	red	kɯ-vɯrniʔ	kɯ-vɯrniʔ	k ɯ + v ɯ + r + n íˠ/iˠ ʔ		1388 8298 8475 1389
5546	Zlarong	red	ne55ne53	ne55ne53	n ⁵⁵/e n ⁵³/e		1389
5750	KyomkyoSitu	red	kəvərni	kəvərni	k ə + v ə + r + n i		1388 8298 8475 1389
6020	MazurStau	red	ndji	ndji	n d j i		1389
27	Bantawa	right	camaŋwa	camaŋwa	c a m a ŋ w a		1414
318	Stau	right	ʁje	ʁje	ʁ j e		7701
577	Japhug	right	χcʰa	χcʰa	χ cʰ a		7701
907	Tangut	right	tɕier	tɕier	tɕ i e r		7701
1218	WobziKhroskyabs	right	scʰicʰi	scʰicʰi	s cʰ i cʰ î		7701
1518	Zhaba	right	ʂty⁵⁵ŋo⁵⁵	ʂty⁵⁵ŋo⁵⁵	ʂ t ⁵⁵/y ŋ ⁵⁵/o		1430
1773	MbarkhamsSitu	right	kɑ chɑ	kɑ chɑ	k ɑ cçʰ ɑ		7701
2022	KangdingMinyag	right	mi⁵⁵rɐ⁵⁵	mi⁵⁵rɐ⁵⁵	m ⁵⁵/i r ⁵⁵/ɐ		1423
2295	PengbuxiMinyag	right	1miʐʌ	1miʐʌ	m i ʐ ¹/ʌ		1423
2576	OldBurmese	right	ya	ya	y ā/a		1425
2817	XinlongQueyu	right	sto⁵⁵ʁʑye⁵⁵	sto⁵⁵ʁʑye⁵⁵	s t ⁵⁵/o ʁ ʑ y ⁵⁵/e		1427
3153	PubarongQueyu	right	ˣtoɕo	ˣtoɕo	x t ō/o ɕ o		1427
3351	SiyuewuKhroskyabs	right	scʰə́ɣ	scʰə́ɣ	s cʰ ə́/ə ɣ		7701
3667	BragbarSitu	right	kochiɛ̄	kochiɛ̄	k o cʰ i ɛ̄/ɛ		7701
3982	Geshiza	right	ltʰə	ltʰə	l tʰ ə		1417
4270	GuanyinqiaoKhroskyabs	right	scʰi³³gə⁵³	scʰi³³gə⁵³	s cçʰ ³³/i + g ⁵³/ə		7701 7989
4772	NjorogsKhroskyabs	right	scʰeʔs	scʰeʔs	s cçʰ e ʔ s		7701
5376	NgyaltsuZbu	right	quchiʔ	quchiʔ	q u cʰ í/i ʔ		7701
5469	Zlarong	right	ji55e53	ji55e53	j ⁵⁵/i ⁵³/e		7701
5751	KyomkyoSitu	right	kacha	kacha	k a cʰ a		7701
6021	MazurStau	right	rcʰəɮæ	rcʰəɮæ	r cʰ ə + ɮ æ		7701 7990
125	Bantawa	rotten (of fruits)	kɨma (kɨwu)	kɨma (kɨwu)	k ɨ m a + k ɨ w u		1436 1437
578	Japhug	rotten (of fruits)	tsɣi	tsɣi	ts ɣ i		1440
823	Japhug	rotten (of fruits)	pɯz	pɯz	p ɯ z		1446
1161	Tangut	rotten (of fruits)	kjij	kjij	k j i̙/i j		1436
1417	WobziKhroskyabs	rotten (of fruits)	χtsə́	χtsə́	χ + ts ə́/ə		8415 1440
2321	PengbuxiMinyag	rotten (of fruits)	1nʌmbə	1nʌmbə	n ʌ m b ¹/ə		1442
3352	SiyuewuKhroskyabs	rotten (of fruits)	xtsə́d	xtsə́d	x + ts ə́/ə + d		8415 1440 8416
3668	BragbarSitu	rotten (of fruits)	tɕə̂	tɕə̂	tɕ ə̂/ə		1440
4271	GuanyinqiaoKhroskyabs	rotten (of fruits)	χtsə⁵⁵	χtsə⁵⁵	χ + ts ⁵⁵/ə		8415 1440
4863	NjorogsKhroskyabs	rotten (of fruits)	χtsit⁵⁵	χtsit⁵⁵	χ + ts ⁵⁵/i + t		8415 1440 8416
5173	NgyaltsuZbu	rotten (of fruits)	kɐ-ɲór	kɐ-ɲór	k ɐ + ɲ ó/o r		1443 1444
5752	KyomkyoSitu	rotten (of fruits)	kətʃuʔ	kətʃuʔ	k ə + tʃ u ʔ		1443 1440
6022	MazurStau	rotten (of fruits)	tsə	tsə	ts ə		1440
20	Bantawa	round	bomka	bomka	b o m k a		1451
319	Stau	round	ʁɑr ʁɑr	ʁɑr ʁɑr	ʁ ɑ r ʁ ɑ r		1452
579	Japhug	round	artɯm	artɯm	a r t ɯ m		1454
908	Tangut	round	io	io	i o		7681
909	Tangut	round	low²	low²	l ²/o w		1454
1219	WobziKhroskyabs	round	χtə̂m	χtə̂m	χ t ə̂/ə m		1454
1519	Zhaba	round	the⁵⁵vʐe⁵⁵vʐe³³	the⁵⁵vʐe⁵⁵vʐe³³	tʰ ⁵⁵/e v ʐ ⁵⁵/e v ʐ ³³/e		7683
1774	MbarkhamsSitu	round	kɐ pə rlor	kɐ pə rlor	k ɐ + p ə + r l o r		7686 7685 7684
2023	KangdingMinyag	round	rø⁵³rø⁵⁵	rø⁵³rø⁵⁵	r ⁵³/ø r ⁵⁵/ø		7687
2024	KangdingMinyag	round	gø³³gø⁵³	gø³³gø⁵³	g ³³/ø g ⁵³/ø		7688
2240	PengbuxiMinyag	round	1ɡøɡø	1ɡøɡø	g ø g ¹/ø		7688
2246	PengbuxiMinyag	round	1ɣøɣø	1ɣøɣø	ɣ ø ɣ ¹/ø		7688
2577	OldBurmese	round	luṃḥ	luṃḥ	l u m̩/m ɦ		1454
2818	XinlongQueyu	round	ɣar¹³ga⁵⁵mə³³	ɣar¹³ga⁵⁵mə³³	ɣ ¹³/a r + g ⁵⁵/a m ³³/ə		1452 7690
3203	PubarongQueyu	round	tolala	tolala	t ō/o + l a l a		7691 7684
3353	SiyuewuKhroskyabs	round	χtə́m	χtə́m	χ t ə́/ə m		1454
3669	BragbarSitu	round	olɐrlɐ̄r	olɐrlɐ̄r	o + l ɐ r l ɐ̄/ɐ r		7692 7684
3964	Geshiza	round	kærkær	kærkær	k æ r k æ r		1452
4272	GuanyinqiaoKhroskyabs	round	χtəm⁵⁵	χtəm⁵⁵	χ t ⁵⁵/ə m		1454
4760	NjorogsKhroskyabs	round	ʁlo³³loʔr⁵⁵	ʁlo³³loʔr⁵⁵	ʁ + l ³³/o l o ʔ ⁵⁵/r		7692 7684
4936	Tshobdun	round	ⁿbɣɛʔ	ⁿbɣɛʔ	ⁿb ɣ ɛ ʔ		1464
5141	NgyaltsuZbu	round	k-ɑrtomʔ	k-ɑrtomʔ	k ɑ + r t ó/oˠ m ʔ		7693 1454
5482	Zlarong	round	ko55ko53	ko55ko53	k ⁵⁵/o k ⁵³/o		7688
5753	KyomkyoSitu	round	kapəlorlor	kapəlorlor	k a + p ə + l o r l o r		7693 7694 7684
6023	MazurStau	round	ʁərʁər	ʁərʁər	ʁ ə r ʁ ə r		1452
265	Bantawa	salty	yumma	yumma	y u m m a		1480
320	Stau	salty	tshɛ khə	tshɛ khə	tsʰ ɛ + kʰ ə		7850 8283
580	Japhug	salty	tsri	tsri	ts r i		1481
910	Tangut	salty	tɕhjwi	tɕhjwi	tɕʰ j w i		1490
1220	WobziKhroskyabs	salty	tsʰrə́	tsʰrə́	tsʰ r ə́/ə		1481
1520	Zhaba	salty	tshɿ⁵⁵ zo³³zo⁵⁵	tshɿ⁵⁵ zo³³zo⁵⁵	tsʰ ⁵⁵/ɿ + z ³³/o z ⁵⁵/o		7850 7851
1775	MbarkhamsSitu	salty	kə tsri	kə tsri	k ə + ts r i		7852 1481
2025	KangdingMinyag	salty	tshə⁵³qhə³³	tshə⁵³qhə³³	tsʰ ⁵³/ə + qʰ ³³/ə		7850 8283
2519	PengbuxiMinyag	salty	2tʌqʰæ	2tʌqʰæ	t ʌ + qʰ ²/æ		8284 8283
2578	OldBurmese	salty	ṅan	ṅan	ŋ a n		1487
2819	XinlongQueyu	salty	tɕhi⁵⁵tə³³qa⁵⁵si³¹	tɕhi⁵⁵tə³³qa⁵⁵si³¹	tɕʰ ⁵⁵/i + t ³³/ə + q ⁵⁵/a + s ³¹/i		1490 8284 8283 8571
3204	PubarongQueyu	salty	tɕʰi tə-qə sɨ	tɕʰi tə-qə sɨ	tɕʰ ī/i + t ə + q ə̄/ə + sʰ ɨ		1490 8284 8283 8571
3354	SiyuewuKhroskyabs	salty	tsʰrə̂	tsʰrə̂	tsʰ r ə̂/ə		1481
3670	BragbarSitu	salty	tsri	tsri	ts r î/i		1481
4110	Geshiza	salty	sɲa	sɲa	s ɲ a		1484
4273	GuanyinqiaoKhroskyabs	salty	tsʰrə⁵³	tsʰrə⁵³	tsʰ r ⁵³/ə		1481
4820	NjorogsKhroskyabs	salty	tsʰrəʔ⁵⁵	tsʰrəʔ⁵⁵	tsʰ r ⁵⁵/ə ʔ		1481
5262	NgyaltsuZbu	salty	kɯ-tsriʔ	kɯ-tsriʔ	k ɯ + ts r íˠ/iˠ ʔ		7852 1481
5654	Zlarong	salty	tsho55tɕhu53	tsho55tɕhu53	tsʰ ⁵⁵/o + tɕʰ ⁵³/u		7850 1490
5754	KyomkyoSitu	salty	kətsəru	kətsəru	k ə + ts ə r u		7852 1481
6024	MazurStau	salty	tɕʰə	tɕʰə	tɕʰ ə		1490
211	Bantawa	seven	rek-ka	rek-ka	r e k + k a		1508 1509
321	Stau	seven	zȵe	zȵe	z ȵ e		1511
581	Japhug	seven	kɯɕnɯz	kɯɕnɯz	k ɯ + ɕ n ɯ z		8199 1511
911	Tangut	seven	ɕja	ɕja	ɕ j a		1515
1221	WobziKhroskyabs	seven	sɲe	sɲe	s ɲ ê/e		1511
1521	Zhaba	seven	n̥ɛ⁵⁵	n̥ɛ⁵⁵	n̥ ⁵⁵/ɛ		1511
1522	Zhaba	seven	ʂnɛ⁵⁵	ʂnɛ⁵⁵	ʂ n ⁵⁵/ɛ		1511
1776	MbarkhamsSitu	seven	kə ʃnəs	kə ʃnəs	k ə + ʃ n ə s		8199 1511
2026	KangdingMinyag	seven	ȵuə⁵³	ȵuə⁵³	ȵ u ⁵³/ə		1511
2027	KangdingMinyag	seven	dø⁵³	dø⁵³	d ⁵³/ø		1516
2332	PengbuxiMinyag	seven	1ɲy-	1ɲy-	ɲ ¹/y		1512
2579	OldBurmese	seven	khu◦nac	khu◦nac	kʰ u + n a c		1512 1511
2820	XinlongQueyu	seven	sna⁵⁵	sna⁵⁵	s n ⁵⁵/a		1511
3142	PubarongQueyu	seven	ˣn̥əʐo	ˣn̥əʐo	x n̥ ə + ʐ o		1511 8198
3355	SiyuewuKhroskyabs	seven	sɲæ̂	sɲæ̂	s ɲ æ̂/æ		1511
3671	BragbarSitu	seven	kəɕnɐ̄s	kəɕnɐ̄s	k ə + ɕ n ɐ̄/ɐ s		8199 1511
4111	Geshiza	seven	sɲe	sɲe	s ɲ e		1511
4274	GuanyinqiaoKhroskyabs	seven	sɲi⁵⁵	sɲi⁵⁵	s ɲ ⁵⁵/i		1511
4786	NjorogsKhroskyabs	seven	sneʔs⁵³	sneʔs⁵³	s n ⁵³/e ʔ s		1511
5266	NgyaltsuZbu	seven	kɯsnɑz	kɯsnɑz	k ɯ + s n ɑ̂/ɑ z		8199 1511
5554	Zlarong	seven	ȵɛ13	ȵɛ13	ȵ ¹³/ɛ		1511
5755	KyomkyoSitu	seven	kəʃnəʔs	kəʃnəʔs	k ə + ʃ n ə ʔ s		8199 1511
6025	MazurStau	seven	zɲe	zɲe	z ɲ e		1511
222	Bantawa	sharp	sepma (septu)	sepma (septu)	s e p m a + s e p t u		1534 1535
322	Stau	sharp	gɛ skhvɛ	gɛ skhvɛ	g ɛ + s kʰ v ɛ		7822 1538
582	Japhug	sharp	mtɕoʁ	mtɕoʁ	m tɕ o ʁ		8460
912	Tangut	sharp	rewr	rewr	r e w r		1547
1222	WobziKhroskyabs	sharp	zɑ́ɣ	zɑ́ɣ	z ɑ́/ɑ ɣ		1537
1523	Zhaba	sharp	thᴜ⁵⁵	thᴜ⁵⁵	tʰ ⁵⁵/ʊ		1548
1777	MbarkhamsSitu	sharp	kɑ mtʃok	kɑ mtʃok	k ɑ + m tʃ o k		1540 8460
2028	KangdingMinyag	sharp	ndzɐ³³ ndzɐ⁵³	ndzɐ³³ ndzɐ⁵³	n dz ³³/ɐ n dz ⁵³/ɐ		1537
2470	PengbuxiMinyag	sharp	2ndzandza	2ndzandza	n dz a n dz ²/a		1537
2580	OldBurmese	sharp	thak	thak	tʰ a k		1548
2821	XinlongQueyu	sharp	qa⁵⁵kɕe⁵⁵	qa⁵⁵kɕe⁵⁵	q ⁵⁵/a k ɕ ⁵⁵/e		1546
3205	PubarongQueyu	sharp	kʰikʰi	kʰikʰi	kʰ i kʰ ī/i		1538
3356	SiyuewuKhroskyabs	sharp	zóɣ	zóɣ	z ó/o ɣ		1537
3672	BragbarSitu	sharp	o-mtɕōk	o-mtɕōk	o + m tɕ ō/o k		1536 8460
4009	Geshiza	sharp	mtso	mtso	m ts o		1537
4275	GuanyinqiaoKhroskyabs	sharp	zɑɣ⁵³	zɑɣ⁵³	z ⁵³/ɑ ɣ		1537
4854	NjorogsKhroskyabs	sharp	zok⁵⁵	zok⁵⁵	z ⁵⁵/o k		1537
4870	Tshobdun	sharp	ɐmtʃɔ	ɐmtʃɔ	ɐ m tʃ ɔ		8460
5133	NgyaltsuZbu	sharp	k-ɐɣdómʔ	k-ɐɣdómʔ	k ɐ + ɣ d ó/o m ʔ		1540 1544
5136	NgyaltsuZbu	sharp	k-ɐmtɕhôʁ	k-ɐmtɕhôʁ	k ɐ + m tɕʰ ô/o ʁ		1540 8460
5488	Zlarong	sharp	le31e55	le31e55	l ³¹/e ⁵⁵/e		1549
6026	MazurStau	sharp	skʰfɛ	skʰfɛ	s kʰ f ɛ		1538
323	Stau	short	lji lje	lji lje	l j i l j e		1566
583	Japhug	short	xtɯt	xtɯt	x t ɯ t		1568
913	Tangut	short	wjij	wjij	w j i j		1573
1223	WobziKhroskyabs	short	çtə̂	çtə̂	ç t ə̂/ə		1568
1524	Zhaba	short	ndʌ³³ndʌ⁵⁵	ndʌ³³ndʌ⁵⁵	n d ³³/ʌ n d ⁵⁵/ʌ		1574
1778	MbarkhamsSitu	short	kə ktʃən	kə ktʃən	k ə + k tʃ ə n		1570 1565
2029	KangdingMinyag	short	tshø⁵⁵tshø⁵³	tshø⁵⁵tshø⁵³	tsʰ ⁵⁵/ø tsʰ ⁵³/ø		1571
2407	PengbuxiMinyag	short	1tshøtshø	1tshøtshø	tsʰ ø tsʰ ¹/ø		1571
2581	OldBurmese	short	tuiw	tuiw	t u i w		1568
2822	XinlongQueyu	short	tsho⁵⁵tsho³³	tsho⁵⁵tsho³³	tsʰ ⁵⁵/o tsʰ ³³/o		1571
3206	PubarongQueyu	short	tsʰotsʰo	tsʰotsʰo	tsʰ o tsʰ o		1571
3357	SiyuewuKhroskyabs	short	xtə̂z	xtə̂z	x t ə̂/ə z		1568
3673	BragbarSitu	short	tɕin	tɕin	tɕ î/i n		1565
3973	Geshiza	short	lji	lji	l j i		1566
4276	GuanyinqiaoKhroskyabs	short	xtəl⁵³	xtəl⁵³	x t ⁵³/ə l		1568
4846	NjorogsKhroskyabs	short	xtiʔs⁵⁵	xtiʔs⁵⁵	x t ⁵⁵/i ʔ s		1568
5264	NgyaltsuZbu	short	kɯ-xtɯ́nʔ	kɯ-xtɯ́nʔ	k ɯ + x t ɯ́/ɯ n ʔ		1570 1568
5670	Zlarong	short	we31we53	we31we53	w ³¹/e w ⁵³/e		1573
5756	KyomkyoSitu	short	kəcu	kəcu	k ə + c u		1570 7865
5757	KyomkyoSitu	short	kəkmen	kəkmen	k ə + k m e n		1570 7866
6027	MazurStau	short	rji	rji	r j i		1566
324	Stau	shy	mə ka chɛ	mə ka chɛ	m ə + k a + cçʰ ɛ		7867 7870 1592
584	Japhug	shy	nɤzraʁ	nɤzraʁ	n ɤ + z r a ʁ		8300 7869
914	Tangut	shy	giee	giee	g i eː		1598
1224	WobziKhroskyabs	shy	mbə̂m	mbə̂m	m b ə̂/ə m		1594
1525	Zhaba	shy	tʂʌ³³ȵi⁵⁵mu³³	tʂʌ³³ȵi⁵⁵mu³³	ʈʂ ³³/ʌ ȵ ⁵⁵/i m ³³/u		1602
1779	MbarkhamsSitu	shy	kɑ nɑ srɑk	kɑ nɑ srɑk	k ɑ + n ɑ + s r ɑ k		1591 8300 7869
2030	KangdingMinyag	shy	phə⁵⁵ɣi³³	phə⁵⁵ɣi³³	pʰ ⁵⁵/ə ɣ ³³/i		1596
2340	PengbuxiMinyag	shy	1phəɣi	1phəɣi	pʰ ə ɣ ¹/i		1596
2582	OldBurmese	shy	rhak	rhak	r̥ a k		7869
2823	XinlongQueyu	shy	qɑ⁵⁵skɛ⁵⁵	qɑ⁵⁵skɛ⁵⁵	q ⁵⁵/ɑ + s k ⁵⁵/ɛ		1599 1598
3207	PubarongQueyu	shy	xkwæ	xkwæ	x kʷ ǣ/æ		1598
3358	SiyuewuKhroskyabs	shy	bəmstʰud	bəmstʰud	b ə m + s tʰ û/u d		1594 8301
3674	BragbarSitu	shy	tə-srāk	tə-srāk	t ə + s r ā/a k		1589 7869
4003	Geshiza	shy	mgre	mgre	m g r e		1593
4202	Geshiza	shy	zra	zra	z r a		7869
4277	GuanyinqiaoKhroskyabs	shy	bəm⁵⁵	bəm⁵⁵	b ⁵⁵/ə m		1594
4548	NjorogsKhroskyabs	shy	bom⁵⁵	bom⁵⁵	b ⁵⁵/o m		1594
5000	Tshobdun	shy	rɐtʂi	rɐtʂi	r ɐ ʈʂ i		1601
5377	NgyaltsuZbu	shy	kɐ-nɐrzɐ̂ʁ	kɐ-nɐrzɐ̂ʁ	k ɐ + n ɐ + r z ɐ̂/ɐ ʁ		1591 8300 7869
5574	Zlarong	shy	ŋu13tshe53li31	ŋu13tshe53li31	ŋ ¹³/u tsʰ ⁵³/e l ³¹/i		1603
5758	KyomkyoSitu	shy	kənasrak	kənasrak	k ə + n a + s r a k		1591 8300 7869
6028	MazurStau	shy	məkæcʰɛ	məkæcʰɛ	m ə + k æ + cʰ ɛ		7867 7870 1592
195	Bantawa	sick	okma (okta)	okma (okta)	o k m a + o k t a		1617 1618
585	Japhug	sick	ngo	ngo	n g o		1620
824	Japhug	sick	ngo	ngo	n g o		1620
1143	Tangut	sick	ŋo²	ŋo²	ŋ ²/o		1619
1418	WobziKhroskyabs	sick	tʰæŋə̂m	tʰæŋə̂m	tʰ æ + ŋ ə̂/ə m		1625 1619
2496	PengbuxiMinyag	sick	2təŋe	2təŋe	t ə + ŋ ²/e		8166 1619
3208	PubarongQueyu	sick	ɲo	ɲo	ɲ o		7795
3359	SiyuewuKhroskyabs	sick	tʰǽ ŋə̂m	tʰǽ ŋə̂m	tʰ ǽ/æ + ŋ ə̂/ə m		1625 1619
3675	BragbarSitu	sick	nə-ŋgô	nə-ŋgô	n ə + ŋ g ô/o		8541 1620
4045	Geshiza	sick	ŋo	ŋo	ŋ o		1619
4278	GuanyinqiaoKhroskyabs	sick	tʰɛ³³ŋəm⁵³	tʰɛ³³ŋəm⁵³	tʰ ³³/ɛ + ŋ ⁵³/ə m		1625 1619
4673	NjorogsKhroskyabs	sick	ngoʔ⁵⁵	ngoʔ⁵⁵	n g ⁵⁵/o ʔ		1620
4952	Tshobdun	sick	nⁿgiʔ	nⁿgiʔ	n ⁿg i ʔ		1620
5155	NgyaltsuZbu	sick	kɐ-mŋɐ́mʔ	kɐ-mŋɐ́mʔ	k ɐ + m ŋ ɐ́/ɐ m ʔ		1623 1619
5169	NgyaltsuZbu	sick	kɐ-nⁿɡɐ́ʔ	kɐ-nⁿɡɐ́ʔ	k ɐ + n ⁿg ɐ́/ɐ ʔ		1623 1620
6029	MazurStau	sick	nɛ	nɛ	n ɛ		7949
6030	MazurStau	sick	ŋo	ŋo	ŋ o		1619
220	Bantawa	six	sek-ka	sek-ka	s e k + k a		1638 1639
325	Stau	six	xtɕho	xtɕho	x tɕʰ o		1641
586	Japhug	six	kɯtʂɤɣ	kɯtʂɤɣ	k ɯ ʈʂ ɤ ɣ		1641
915	Tangut	six	tɕhjiw	tɕhjiw	tɕʰ j i w		1641
1225	WobziKhroskyabs	six	ftɕú	ftɕú	f tɕ ú/u		1641
1526	Zhaba	six	tʂho⁵⁵	tʂho⁵⁵	ʈʂʰ ⁵⁵/o		1641
1780	MbarkhamsSitu	six	kə tʂok	kə tʂok	k ə ʈʂ o k		1641
2031	KangdingMinyag	six	tʂu⁵³	tʂu⁵³	ʈʂ ⁵³/u		1641
2032	KangdingMinyag	six	tɕhuə⁵³	tɕhuə⁵³	tɕʰ u ⁵³/ə		1641
2371	PengbuxiMinyag	six	1tɕhy-	1tɕhy-	tɕʰ ¹/y		1641
2583	OldBurmese	six	khro₂k	khro₂k	kʰ r ²/o k		1641
2824	XinlongQueyu	six	tʃhi⁵⁵	tʃhi⁵⁵	tʃʰ ⁵⁵/i		1641
3156	PubarongQueyu	six	xtʂhɨʐo	xtʂhɨʐo	x ʈʂʰ ɨ̂/ɨ ʐ o		1641
3360	SiyuewuKhroskyabs	six	xtɕeɣ	xtɕeɣ	x tɕ ê ɣ		1641
3676	BragbarSitu	six	kətʂōk	kətʂōk	k ə ʈʂ ō/o k		1641
4186	Geshiza	six	wtɕʰəu	wtɕʰəu	w tɕʰ ə u		1641
4279	GuanyinqiaoKhroskyabs	six	xtɕu⁵⁵	xtɕu⁵⁵	x tɕ ⁵⁵/u		1641
4844	NjorogsKhroskyabs	six	xtɕok⁵⁵	xtɕok⁵⁵	x tɕ o ⁵⁵/k		1641
4896	Tshobdun	six	kə́tʃoɣ	kə́tʃoɣ	k ə́/ə tʃ o ɣ		1641
5254	NgyaltsuZbu	six	kətɕôɣ	kətɕôɣ	k ə tɕ ô/o ɣ		1641
5618	Zlarong	six	tɕhu13	tɕhu13	tɕʰ ¹³/u		1641
5759	KyomkyoSitu	six	kətʳoʔk	kətʳoʔk	k ə tʳ o ʔ k		1641
6031	MazurStau	six	xtɕʰo	xtɕʰo	x tɕʰ o		1641
39	Bantawa	small	citko	citko	c i t k o		1663
326	Stau	small	ge de	ge de	g e + d e		1665 1666
587	Japhug	small	xtɕi	xtɕi	x tɕ i		1669
916	Tangut	small	tsəj¹	tsəj¹	ts ¹/ə j		8523
917	Tangut	small	zji	zji	z j i		1674
1226	WobziKhroskyabs	small	lŋá	lŋá	l ŋ á/a		1676
1527	Zhaba	small	lɛ⁵⁵zɿ³³	lɛ⁵⁵zɿ³³	l ⁵⁵/ɛ + z ³³/ɿ		7995 1674
1528	Zhaba	small	jɪ³³jɪ⁵⁵	jɪ³³jɪ⁵⁵	j ³³/ɪ j ⁵⁵/ɪ		1679
1781	MbarkhamsSitu	small	kə ktsi	kə ktsi	k ə + k ts i		1665 1669
2033	KangdingMinyag	small	tsə³³tsæ⁵³	tsə³³tsæ⁵³	ts ³³/ə ts ⁵³/æ		8523
2503	PengbuxiMinyag	small	2tsətsɛ	2tsətsɛ	ts ə ts ²/ɛ		8523
2584	OldBurmese	small	ṅay	ṅay	ŋ a y		1676
2825	XinlongQueyu	small	za¹³zi⁵⁵	za¹³zi⁵⁵	z ¹³/a z ⁵⁵/i		1674
2826	XinlongQueyu	small	zi¹³za⁵⁵	zi¹³za⁵⁵	z ¹³/i z ⁵⁵/a		1674
3209	PubarongQueyu	small	zæzæ	zæzæ	z æ z ǣ/æ		1674
3361	SiyuewuKhroskyabs	small	lŋǽʁ	lŋǽʁ	l ŋ ǽ/æ ʁ		1676
3677	BragbarSitu	small	tsɐ̂j	tsɐ̂j	ts ɐ̂/ɐ j		8523
4154	Geshiza	small	vdəu	vdəu	v d ə u		1667
4280	GuanyinqiaoKhroskyabs	small	zi³³zi⁵³	zi³³zi⁵³	z ³³/u z ⁵³/u		1674
4851	NjorogsKhroskyabs	small	ze⁵³	ze⁵³	z ⁵³/e		1674
5103	Tshobdun	small	xtʃi	xtʃi	x tʃ i		1669
5245	NgyaltsuZbu	small	kə-xtɕhə́ʔ	kə-xtɕhə́ʔ	k ə + x tɕʰ ə́/ə ʔ		1665 1669
5612	Zlarong	small	tɕe31me55	tɕe31me55	tɕ ³¹/e + m ⁵⁵/e		1669 8365
5760	KyomkyoSitu	small	kətsə	kətsə	k ə + ts ə		1665 8523
6032	MazurStau	small	de	de	d e		1667
6033	MazurStau	small	tse	tse	ts e		8523
6311	SiyuewuKhroskyabs	small	ze	ze	z ê/e		1674
6312	WobziKhroskyabs	small	ze	ze	z ê/e		1674
327	Stau	smooth	ga mbla	ga mbla	g a + m b l a		1700 1694
588	Japhug	smooth	mnu	mnu	m n u		1701
589	Japhug	smooth	mpɕu	mpɕu	m p ɕ u		1708
918	Tangut	smooth	lhə² lhie²	lhə² lhie²	ɬ ²/ə ɬ i ²/e		1694
1227	WobziKhroskyabs	smooth	vlɑ́ɣ	vlɑ́ɣ	v l ɑ́/ɑ ɣ		1694
1529	Zhaba	smooth	ɕi⁵⁵fɕi⁵⁵	ɕi⁵⁵fɕi⁵⁵	ɕ ⁵⁵/i f ɕ ⁵⁵/i		1708
1782	MbarkhamsSitu	smooth	kə mno	kə mno	k ə + m n o		1698 1701
2034	KangdingMinyag	smooth	na⁵⁵na⁵³	na⁵⁵na⁵³	n ⁵⁵/a n ⁵³/a		1701
2302	PengbuxiMinyag	smooth	1nænæ	1nænæ	n æ n ¹/æ		1701
2585	OldBurmese	smooth	pyoʔ	pyoʔ	p y o ʔ		1702
2827	XinlongQueyu	smooth	n̥a⁵⁵n̥a³³	n̥a⁵⁵n̥a³³	n̥ ⁵⁵/a n̥ ³³/a		1701
3083	PubarongQueyu	smooth	n̥on̥o	n̥on̥o	n̥ o n̥ o		1701
3362	SiyuewuKhroskyabs	smooth	mblɑ́ɣ	mblɑ́ɣ	m b l ɑ́/ɑ ɣ		1694
3678	BragbarSitu	smooth	məliək	məliək	m ə l i ə̄/ə k		1694
3995	Geshiza	smooth	mbla	mbla	m b l a		1694
4281	GuanyinqiaoKhroskyabs	smooth	vlɑɣ⁵⁵	vlɑɣ⁵⁵	v l ⁵/ɑ ɣ		1694
4828	NjorogsKhroskyabs	smooth	vleʔk⁵⁵	vleʔk⁵⁵	v l ⁵⁵/e ʔ k		1694
4907	Tshobdun	smooth	lɐmndʐo	lɐmndʐo	l ɐ m + ⁿɖʐ o		1705 8302
5229	NgyaltsuZbu	smooth	kə-mniʔ	kə-mniʔ	k ə + m n í/i ʔ		1700 1701
5673	Zlarong	smooth	wi13lɨ55lɨ55	wi13lɨ55lɨ55	w ¹³/i l ⁵⁵/ɨ l ⁵⁵/ɨ		1694
5761	KyomkyoSitu	smooth	lam kətʃ hi	lam kətʃ hi	l a m + k ə + tʃʰ i		1705 1698 1708
6034	MazurStau	smooth	ndʑɛm	ndʑɛm	n dʑ ɛ m		7967
188	Bantawa	soft	notma (notta)	notma (notta)	n o t m a + n o t t a		1723 1724
328	Stau	soft	ndvə ndvə	ndvə ndvə	n + d v ə n d v ə		8457 1726
329	Stau	soft	ɬɑv ɬav	ɬɑv ɬav	ɬ ɑ v ɬ a v		1732
590	Japhug	soft	mpɯ	mpɯ	m + p ɯ		8457 1726
919	Tangut	soft	wəə	wəə	w əː		1726
1228	WobziKhroskyabs	soft	ndʑǽm	ndʑǽm	n dʑ ǽ/æ m		1725
